Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_26:Patched_259L_R18.bin]
251611.73,-0.10967472,-0.40550938,0.07487058,0.07621643,101.49102,24.060139,13.821852,-11.499593,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,468.0,207.375,2770.0,0.0,-12.875,0.07171631,104.94871,4033.1084,4199.2085,1100.0834,520.58936,8.583886,5.9557333,0.0,3.1882753,3.0,18.608093,42.05665,40.12495,9.374988,0.78,0.0,15.6171875,0.0,0.0,0.0,0.0,0.0,0.0,0.953125,0.89941406,54.66919,2.3445292,22.22558,22.502863,0.0,108.999954,2.6367188,1.0,103.83762,80.86946,481.125,549.0,0.84374624,-8.65625,0.0,-13.15625,4.6682534,60.999992,18.395996,1.0,60.5,0.0,0.0,-70.7489,99.998474,29.249573,3.6621094,60.54,60.54,60.15,60.46,0
251611.78,-0.14773978,-0.42470378,0.07507349,0.07630122,101.49103,24.060139,13.835452,-11.498612,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,468.0,207.375,2762.0,0.0,-12.8828125,0.07110596,104.923836,4122.792,4284.116,1100.0834,520.58936,9.262119,6.0405126,0.0,3.6442924,3.0,19.084167,42.06151,40.12495,9.374988,0.78,0.0,15.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.95214844,0.8984375,54.69055,2.3442955,22.232342,22.493933,0.0,108.999954,2.6367188,1.0,103.83762,80.86946,481.125,549.0,1.299997,-8.6875,0.0,-13.15625,4.6682534,60.999992,18.43872,1.0,60.5,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.54,60.49,60.47,60.23,0
251611.81,-0.17819183,-0.4136315,0.075289965,0.07630122,101.49103,24.060139,13.8273945,-11.497233,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,207.375,2762.0,0.0,-12.875,0.070739746,104.923836,4185.411,4337.1836,1100.0834,520.0587,9.452872,6.104097,0.0,4.0091295,3.0,19.232178,42.065887,40.12495,9.374988,0.784,0.0,15.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.9511719,0.8984375,54.673767,2.344132,22.241852,22.455687,0.0,108.999954,2.6367188,1.0,103.83762,80.86946,480.75,549.0,1.6649976,-8.6875,0.0,-13.15625,4.6682534,60.999992,18.43872,1.0,60.46,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.47,60.4,60.27,60.29,0
251611.84,-0.18255347,-0.42795262,0.07525161,0.07638598,101.49103,24.060139,13.821754,-11.5008545,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,207.375,2757.0,0.0,-12.84375,0.070739746,104.923836,4188.595,4311.7114,1100.0834,520.0587,9.580041,6.104097,0.0,4.457266,3.0,19.288635,42.069824,40.12495,9.374988,0.784,0.0,15.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.9482422,0.89746094,54.66461,2.3440175,22.216887,22.431852,0.0,108.999954,2.6367188,1.0,103.83762,80.86946,480.75,549.0,2.113248,-8.65625,0.0,-13.1875,4.6682534,60.999992,18.414307,1.0,60.28,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.38,60.38,60.02,60.27,0
251611.89,-0.20604278,-0.43368107,0.07547805,0.07638598,101.49103,24.060139,13.829525,-11.496689,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,208.5,2756.0,0.0,-12.8046875,0.070739746,104.923836,4288.362,4345.6743,1100.0834,520.0587,9.622431,6.104097,0.0,4.815786,3.0,19.413757,42.07337,40.12495,14.249982,0.792,0.0,15.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.93847656,0.89746094,54.67224,2.3439374,22.245607,22.43238,0.0,108.999954,3.125,1.0,103.83762,80.86946,480.75,549.0,2.4718485,-5.53125,0.0,-10.09375,4.6682534,60.999992,18.469238,1.0,60.35,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.29,60.34,60.18,60.05,0
251611.94,-0.20483422,-0.41722244,0.07527681,0.076343596,101.49103,24.060139,13.817386,-11.492633,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,214.5,2759.0,0.0,-12.8125,0.070739746,104.923836,4285.1777,4425.8057,1100.0834,520.32404,9.537651,6.188876,0.0,4.9463596,3.0,19.346619,42.07656,40.12495,16.499979,0.792,0.0,15.671875,0.0,0.0,0.0,0.0,0.0,0.0,0.9326172,0.8964844,54.67224,2.3438811,22.273558,22.49192,0.0,108.999954,3.3203125,1.0,103.83762,80.86946,480.75,549.0,2.6024787,-4.34375,0.0,-8.84375,4.6682534,60.999992,18.444824,1.0,60.2,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.49,60.23,60.08,60.1,0
251611.97,-0.22386739,-0.410639,0.075522415,0.07630122,101.49103,24.060139,13.826467,-11.486335,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.25,214.5,2750.0,0.0,-12.7890625,0.070739746,104.923836,4356.2876,4431.643,1100.0834,520.32404,8.032822,6.2312655,0.0,5.050825,3.0,18.449402,42.07943,40.12495,16.499979,0.788,0.0,16.023438,0.0,0.0,0.0,0.0,0.0,0.0,0.9238281,0.8955078,54.67682,2.3438418,22.316969,22.476763,0.0,108.999954,3.3203125,1.0,103.83762,80.86946,480.375,549.0,2.706983,-4.3125,0.0,-8.84375,4.6682534,60.999992,18.469238,1.0,60.22,0.0,0.0,-70.76721,99.998474,29.231262,3.6621094,60.13,60.21,60.02,60.05,0
251612.0,-0.21909392,-0.3892556,0.07578386,0.07630122,101.49103,24.060139,13.821105,-11.476132,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,214.5,2748.0,0.0,-12.6796875,0.070739746,104.923836,4371.6772,4455.5234,1100.0834,520.0587,9.70721,6.188876,0.0,5.134401,3.0,19.528198,42.082016,40.12495,16.499979,0.792,0.0,15.8203125,0.0,0.0,0.0,0.0,0.0,0.0,0.9160156,0.89453125,54.67682,2.3438144,22.387302,22.490963,0.0,108.999954,3.3203125,1.0,103.83762,80.86946,480.75,548.625,2.7905865,-4.3125,0.0,-8.84375,4.6682534,60.999992,18.469238,1.0,60.2,0.0,0.0,-70.791626,99.998474,29.206848,3.6621094,60.34,60.08,60.08,59.81,0
251612.05,-0.23527513,-0.38070226,0.07597724,0.076343596,101.49103,24.060139,13.823211,-11.472931,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.625,214.5,2746.0,0.0,-12.671875,0.070739746,104.923836,4349.9194,4444.91,1100.0834,520.0587,9.791988,6.167681,0.0,5.2012644,3.0,19.561768,42.084343,40.12495,16.499979,0.78,0.0,15.7890625,0.0,0.0,0.0,0.0,0.0,0.0,0.9091797,0.8935547,54.67224,2.343795,22.409365,22.494537,0.0,108.999954,3.3203125,1.0,103.8542,80.86946,480.75,548.625,2.8574693,-4.34375,0.0,-8.75,4.6682534,60.999992,18.481445,1.0,60.16,0.0,0.0,-70.82214,99.998474,29.17633,3.6621094,60.21,60.1,59.97,59.87,0
251612.1,-0.20822011,-0.35853094,0.07623421,0.07638598,101.49103,24.060139,13.830544,-11.470355,0.0,0.0,127.485,0.0,7.643,24.84,44.72,0.0,94.73685,0.0,0.0,467.25,214.5,2742.0,0.0,-12.7421875,0.070739746,104.923836,4464.545,4500.0996,1100.0834,520.0587,8.986587,6.2524605,0.0,5.098507,3.0,19.186401,42.086433,40.12495,16.499979,0.788,0.0,15.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.9013672,0.8925781,54.681396,2.3437815,22.427118,22.467491,0.0,108.999954,3.3203125,1.0,103.83762,80.86946,480.375,548.625,2.7547255,-4.3125,0.0,-8.78125,4.6682534,60.999992,18.469238,1.0,60.16,0.0,0.0,-70.81299,99.998474,29.185486,3.6621094,60.05,59.97,59.89,59.81,0
