Time,GPS Speed (),GPS Altitude (),GPS Latitude (),GPS Longitude (),Accel X (ms2),Accel Y (ms2),Accel Z (ms2),Accel V1 (ms2),Accel V2 (ms2),Airflow (kg/hr),Airmass (mg/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Voltage (V),Boost (psi),Calc HP (hp),Calc TQ (nm),Cooling Fan (%),Coolant Temp (°C),Cruise (),Engine Speed (rpm),Eth Content (%),Exhaust Cam Pos (°),FP DI (bar),FP DI SP (bar),FP MPI (bar),FP MPI SP (bar),HPFP Eff Vol (%),Fuel Trim (%),Gear (),IAT (°C),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Int Cam Pos (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (),PUT (kpa),PUT SP (kpa),STFT (%),Torque (Nm),Torque Req (Nm),TPS (%),Turbo Speed (rpm),Turbo Air Temp (°C),Valve Lift Pos (),Vehicle Speed (km/hr),Wastegate (%),Wastegate SP (%),SimosTools [R2.11:2026_7_7:CBRICK_HSL_SL_5G0906259L_0002_BasicsGuide_R01.bin]
4312.126,0.00972,17.57196,47.46656,-122.132866,-0.13701063,7.9156594,6.012163,0.0,0.0,23.0,74.7457,101.29049,17.897106,14.049551,-11.169605,-9.030823,-25.1,0.0,95.0,0.0,2564.25,0.0,-11.6,99.3,100.1,11.003,5.241475,0.0,0.78124976,1.0,38.250008,0.37,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.427734,1.8000488,42.578876,0.78124976,24.3,24.7,0.0,105.96011,0.0,1.0,104.3,101.3,0.0,-25.1,-29.052387,4.6,19.18335,50.567818,3.0,35.0,100.0,100.0,0
4312.159,0.00972,17.57196,47.46656,-122.132866,-0.13701063,7.9156594,6.012163,0.0,0.0,23.0,74.7457,101.29049,17.897106,14.049551,-11.169605,-9.030823,-25.1,0.0,95.0,0.0,2564.25,0.0,-11.6,99.3,100.1,11.003,5.241475,0.0,0.78124976,1.0,38.250008,0.37,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.427734,1.8000488,42.578876,0.78124976,24.3,24.7,0.0,105.96011,0.0,1.0,104.3,101.3,0.0,-25.1,-29.052387,4.6,19.18335,50.567818,3.0,35.0,100.0,100.0,0
4312.192,0.00972,17.57196,47.46656,-122.132866,-0.17742714,7.8730555,6.067598,0.0,0.0,24.0,78.354546,101.29314,17.897507,14.042767,-11.1119585,-8.989442,-25.1,0.0,95.0,0.0,2552.5,0.0,-12.0,99.3,100.1,11.003,5.2387376,0.0,0.7812498,1.0,38.250008,0.37,0.0,0.0,18.5,0.0,0.0,0.0,0.0,10.717773,1.8000488,42.426216,0.7812498,24.7,24.6,0.0,105.9601,0.0,1.0,104.3,101.3,0.0,-25.1,-29.03667,4.7,19.28711,50.903137,3.0,35.0,100.0,100.0,0
4312.225,0.00972,17.57196,47.46656,-122.132866,-0.17742714,7.8730555,6.067598,0.0,0.0,24.0,78.354546,101.29314,17.897507,14.042767,-11.1119585,-8.989442,-25.1,0.0,95.0,0.0,2552.5,0.0,-12.0,99.3,100.1,11.003,5.2387376,0.0,0.7812498,1.0,38.250008,0.37,0.0,0.0,18.5,0.0,0.0,0.0,0.0,10.717773,1.8000488,42.426216,0.7812498,24.7,24.6,0.0,105.9601,0.0,1.0,104.3,101.3,0.0,-25.1,-29.03667,4.7,19.28711,50.903137,3.0,35.0,100.0,100.0,0
4312.258,0.00972,17.57196,47.46656,-122.132866,-0.3106902,7.8782125,5.9966464,0.0,0.0,24.0,78.75566,101.29552,17.897785,14.037338,-11.06878,-8.943658,-25.1,0.0,95.0,0.0,2539.5,0.0,-11.8,99.3,100.1,11.003,5.234869,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.537109,1.8000488,42.18735,0.7812499,25.0,24.5,0.0,105.96008,0.0,1.0,104.6,101.3,0.0,-25.1,-29.02567,4.7,19.63501,51.13786,3.0,35.0,100.0,100.0,0
4312.291,0.00972,17.57196,47.46656,-122.132866,-0.3106902,7.8782125,5.9966464,0.0,0.0,24.0,78.75566,101.29552,17.897785,14.037338,-11.06878,-8.943658,-25.1,0.0,95.0,0.0,2539.5,0.0,-11.8,99.3,100.1,11.003,5.234869,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.537109,1.8000488,42.18735,0.7812499,25.0,24.5,0.0,105.96008,0.0,1.0,104.6,101.3,0.0,-25.1,-29.02567,4.7,19.63501,51.13786,3.0,35.0,100.0,100.0,0
4312.324,0.00972,17.57196,47.46656,-122.132866,-0.4214114,7.894051,5.9158993,0.0,0.0,23.0,75.960236,101.298485,17.89798,14.032995,-11.083717,-8.851025,-25.0,0.0,95.0,0.0,2523.25,0.0,-11.7,99.3,100.1,11.003,5.2329345,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.8,0.0,0.0,0.0,0.0,10.592773,1.8000488,42.020145,0.7812499,24.9,24.6,0.0,105.960075,0.0,1.0,104.6,101.3,0.0,-25.0,-28.987968,4.4,19.384766,51.434002,3.0,35.0,100.0,100.0,0
4312.357,0.00972,17.57196,47.46656,-122.132866,-0.4214114,7.894051,5.9158993,0.0,0.0,23.0,75.960236,101.298485,17.89798,14.032995,-11.083717,-8.851025,-25.0,0.0,95.0,0.0,2523.25,0.0,-11.7,99.3,100.1,11.003,5.2329345,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.8,0.0,0.0,0.0,0.0,10.592773,1.8000488,42.020145,0.7812499,24.9,24.6,0.0,105.960075,0.0,1.0,104.6,101.3,0.0,-25.0,-28.987968,4.4,19.384766,51.434002,3.0,35.0,100.0,100.0,0
4312.39,0.00972,17.57196,47.46656,-122.132866,-0.5044523,7.9849386,5.8457623,0.0,0.0,22.0,72.910446,101.30032,17.898117,14.049833,-11.171031,-8.820332,-25.0,0.0,95.0,0.0,2514.5,0.0,-11.7,99.3,100.1,11.003,5.228967,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.9,0.0,0.0,0.0,0.0,10.427734,1.8000488,41.897102,0.7812499,24.3,24.7,0.0,105.96007,0.0,1.0,104.6,101.3,0.0,-25.0,-28.99158,4.4,19.366455,51.76083,3.0,35.0,100.0,100.0,0
4312.423,0.00972,17.57196,47.46656,-122.132866,-0.5044523,7.9849386,5.8457623,0.0,0.0,22.0,72.910446,101.30032,17.898117,14.049833,-11.171031,-8.820332,-25.0,0.0,95.0,0.0,2514.5,0.0,-11.7,99.3,100.1,11.003,5.228967,0.0,0.7812499,1.0,38.250008,0.37,0.0,0.0,18.9,0.0,0.0,0.0,0.0,10.427734,1.8000488,41.897102,0.7812499,24.3,24.7,0.0,105.96007,0.0,1.0,104.6,101.3,0.0,-25.0,-28.99158,4.4,19.366455,51.76083,3.0,35.0,100.0,100.0,0
