Time,GPS Speed (),GPS Altitude (),GPS Latitude (),GPS Longitude (),Accel X (ms2),Accel Y (ms2),Accel Z (ms2),Accel V1 (ms2),Accel V2 (ms2),Airflow (kg/hr),Airmass (mg/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Voltage (V),Boost (psi),Calc HP (hp),Calc TQ (nm),Cooling Fan (%),Coolant Temp (°C),Cruise (),Engine Speed (rpm),Eth Content (%),Exhaust Cam Pos (°),FP DI (bar),FP DI SP (bar),FP MPI (bar),FP MPI SP (bar),HPFP Eff Vol (%),Fuel Trim (%),Gear (),IAT (°C),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Int Cam Pos (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (),PUT (kpa),PUT SP (kpa),STFT (%),Torque (Nm),Torque Req (Nm),TPS (%),Turbo Speed (rpm),Turbo Air Temp (°C),Valve Lift Pos (),Vehicle Speed (km/hr),Wastegate (%),Wastegate SP (%),SimosTools [R2.11:2026_7_7:CBRICK_HSL_SL_5G0906259L_0002_BasicsGuide_R01.bin]
3878.891,0.0149300005,31.483276,47.46233,-122.09668,-1.2472973,5.948108,7.8910656,0.0,0.0,24.0,77.09357,101.151,18.000002,14.06839,-11.308954,-2.1476183,-5.9,0.0,95.0,0.0,2594.25,0.0,-11.3,96.3,95.0,11.003,5.127163,26.42,0.7812499,2.0,34.274994,13.87,0.512,0.0,19.3,0.0,0.0,0.0,0.0,13.106445,1.8647461,47.47348,0.7812499,23.2,22.4,0.0,105.960014,3.125,1.0,104.9,80.6,0.0,-5.9,-17.085926,4.6,20.129395,50.705437,3.0,56.0,99.65,100.0,0
3878.924,0.0149300005,31.483276,47.46233,-122.09668,-1.2806869,6.0945253,7.8394966,0.0,0.0,30.0,97.0968,101.15018,18.000002,14.057837,-11.395881,0.46964708,1.3,0.0,94.0,0.0,2574.75,0.0,-11.7,92.4,91.2,11.003,5.1260815,25.36,0.7812499,2.0,34.117493,21.37,0.536,0.0,18.9,0.0,0.0,0.0,0.0,3.209961,1.6339722,49.488434,0.7812499,22.6,27.3,0.0,105.960014,7.2265625,1.0,104.7,80.6,0.0,1.3,-6.8301477,6.5,21.490479,50.89576,3.0,56.0,99.65,100.0,0
3878.957,0.0149300005,31.483276,47.46233,-122.09668,-1.2806869,6.0945253,7.8394966,0.0,0.0,30.0,97.0968,101.15018,18.000002,14.057837,-11.395881,0.46964708,1.3,0.0,94.0,0.0,2574.75,0.0,-11.7,92.4,91.2,11.003,5.1260815,25.36,0.7812499,2.0,34.117493,21.37,0.536,0.0,18.9,0.0,0.0,0.0,0.0,3.209961,1.6339722,49.488434,0.7812499,22.6,27.3,0.0,105.960014,7.2265625,1.0,104.7,80.6,0.0,1.3,-6.8301477,6.5,21.490479,50.89576,3.0,56.0,99.65,100.0,0
3878.99,0.0149300005,31.483276,47.46233,-122.09668,-1.2806869,6.0945253,7.8394966,0.0,0.0,30.0,97.0968,101.15018,18.000002,14.057837,-11.395881,0.46964708,1.3,0.0,94.0,0.0,2574.75,0.0,-11.7,92.4,91.2,11.003,5.1260815,25.36,0.7812499,2.0,34.117493,21.37,0.536,0.0,18.9,0.0,0.0,0.0,0.0,3.209961,1.6339722,49.488434,0.7812499,22.6,27.3,0.0,105.960014,7.2265625,1.0,104.7,80.6,0.0,1.3,-6.8301477,6.5,21.490479,50.89576,3.0,56.0,99.65,100.0,0
3879.023,0.0149300005,31.483276,47.46233,-122.09668,-1.244677,6.1361036,7.740965,0.0,0.0,39.0,126.1034,101.148605,18.000002,14.049395,-10.539694,4.4840603,12.4,0.0,94.0,0.0,2577.25,0.0,-10.8,88.1,86.1,11.003,5.1290407,24.6,0.7812499,2.0,34.007244,22.12,0.624,0.0,16.3,0.0,0.0,0.0,0.0,1.2880859,1.2738647,51.057903,0.7812499,28.5,35.9,0.0,105.960014,8.886719,1.0,104.6,80.6,0.0,12.4,3.7388973,7.9,22.90039,51.025467,3.0,56.0,99.65,100.0,0
3879.056,0.0149300005,31.483276,47.46233,-122.09668,-1.244677,6.1361036,7.740965,0.0,0.0,39.0,126.1034,101.148605,18.000002,14.049395,-10.539694,4.4840603,12.4,0.0,94.0,0.0,2577.25,0.0,-10.8,88.1,86.1,11.003,5.1290407,24.6,0.7812499,2.0,34.007244,22.12,0.624,0.0,16.3,0.0,0.0,0.0,0.0,1.2880859,1.2738647,51.057903,0.7812499,28.5,35.9,0.0,105.960014,8.886719,1.0,104.6,80.6,0.0,12.4,3.7388973,7.9,22.90039,51.025467,3.0,56.0,99.65,100.0,0
3879.089,0.0149300005,31.483276,47.46233,-122.09668,-1.2823129,6.2008057,7.7951555,0.0,0.0,45.0,145.02562,101.14637,18.000002,14.042641,-9.784965,7.219928,19.9,0.0,95.0,0.0,2585.75,0.0,-9.3,81.9,81.0,11.003,5.1295204,25.7,0.5468749,2.0,33.93007,20.25,0.776,0.0,8.0,0.0,0.0,0.0,0.0,1.109375,1.0883179,52.246532,0.5468749,33.7,37.1,0.0,105.960014,8.886719,1.0,104.6,80.6,0.0,19.9,11.497229,8.3,23.657227,51.110992,3.0,56.0,99.65,100.0,0
3879.122,0.0149300005,31.483276,47.46233,-122.09668,-1.2823129,6.2008057,7.7951555,0.0,0.0,45.0,145.02562,101.14637,18.000002,14.042641,-9.784965,7.219928,19.9,0.0,95.0,0.0,2585.75,0.0,-9.3,81.9,81.0,11.003,5.1295204,25.7,0.5468749,2.0,33.93007,20.25,0.776,0.0,8.0,0.0,0.0,0.0,0.0,1.109375,1.0883179,52.246532,0.5468749,33.7,37.1,0.0,105.960014,8.886719,1.0,104.6,80.6,0.0,19.9,11.497229,8.3,23.657227,51.110992,3.0,56.0,99.65,100.0,0
3879.155,0.0149300005,31.483276,47.46233,-122.09668,-1.2823129,6.2008057,7.7951555,0.0,0.0,45.0,145.02562,101.14637,18.000002,14.042641,-9.784965,7.219928,19.9,0.0,95.0,0.0,2585.75,0.0,-9.3,81.9,81.0,11.003,5.1295204,25.7,0.5468749,2.0,33.93007,20.25,0.776,0.0,8.0,0.0,0.0,0.0,0.0,1.109375,1.0883179,52.246532,0.5468749,33.7,37.1,0.0,105.960014,8.886719,1.0,104.6,80.6,0.0,19.9,11.497229,8.3,23.657227,51.110992,3.0,56.0,99.65,100.0,0
3879.188,0.0149300005,31.483276,47.46233,-122.09668,-1.2686414,6.2972164,7.704118,0.0,0.0,46.0,149.72495,101.144356,18.000002,14.037237,-8.783637,10.669206,29.7,0.0,94.0,0.0,2560.25,0.0,-7.3999996,74.9,77.6,11.003,5.1297603,27.5,0.3828124,2.0,33.876045,19.87,0.968,0.0,-9.299999,0.0,0.0,0.0,0.0,0.9970703,0.9649658,53.17157,0.3828124,40.6,42.3,0.0,105.960014,8.886719,1.0,104.5,80.6,0.0,29.7,17.13806,8.3,23.883057,51.17086,3.0,56.0,99.65,100.0,0
