Time,GPS Speed (),GPS Altitude (),GPS Latitude (),GPS Longitude (),Accel X (ms2),Accel Y (ms2),Accel Z (ms2),Accel V1 (ms2),Accel V2 (ms2),Airflow (kg/hr),Airmass (mg/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Voltage (V),Boost (psi),Calc HP (hp),Calc TQ (nm),Cooling Fan (%),Coolant Temp (°C),Cruise (),Engine Speed (rpm),Eth Content (%),Exhaust Cam Pos (°),FP DI (bar),FP DI SP (bar),FP MPI (bar),FP MPI SP (bar),HPFP Eff Vol (%),Fuel Trim (%),Gear (),IAT (°C),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Int Cam Pos (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (),PUT (kpa),PUT SP (kpa),STFT (%),Torque (Nm),Torque Req (Nm),TPS (%),Turbo Speed (rpm),Turbo Air Temp (°C),Valve Lift Pos (),Vehicle Speed (km/hr),Wastegate (%),Wastegate SP (%),SimosTools [R2.11:2026_7_7:CBRICK_HSL_SL_5G0906259L_0002_BasicsGuide_R01.bin]
4219.947,0.01179,41.651,47.467014,-122.11426,2.4383016,1.146652,9.540083,0.0,0.0,33.0,85.944214,101.16852,17.500004,14.016743,-11.122894,-1.9754316,-4.4,0.0,98.0,0.0,3199.75,0.0,-16.2,55.4,52.3,11.003,5.422,23.3,-2.34375,1.0,34.499954,19.87,0.872,0.0,1.7999992,0.0,0.0,0.0,0.0,0.87109375,0.8920288,56.086693,8.168164E-12,24.5,24.0,0.0,106.96007,0.0,0.0,101.7,101.2,-2.34375,-4.4,-13.917519,6.4,17.242432,50.974514,0.0,44.0,-0.44999695,0.010002136,0
4219.98,0.01179,41.651,47.467014,-122.11426,2.4383016,1.146652,9.540083,0.0,0.0,33.0,85.944214,101.16852,17.500004,14.016743,-11.122894,-1.9754316,-4.4,0.0,98.0,0.0,3199.75,0.0,-16.2,55.4,52.3,11.003,5.422,23.3,-2.34375,1.0,34.499954,19.87,0.872,0.0,1.7999992,0.0,0.0,0.0,0.0,0.87109375,0.8920288,56.086693,8.168164E-12,24.5,24.0,0.0,106.96007,0.0,0.0,101.7,101.2,-2.34375,-4.4,-13.917519,6.4,17.242432,50.974514,0.0,44.0,-0.44999695,0.010002136,0
4220.013,0.01179,41.651,47.467014,-122.11426,2.395703,1.1335266,9.371943,0.0,0.0,33.0,86.15288,101.168434,17.500004,14.01652,-11.122882,-3.0903327,-6.9,0.0,98.0,0.0,3192.0,0.0,-15.9,52.4,50.9,11.003,5.422,21.51,-1.5625,1.0,34.49997,16.5,0.804,0.0,1.8999996,0.0,0.0,0.0,0.0,0.88183594,0.8883667,56.060684,5.717715E-12,24.5,24.2,0.0,106.96007,0.0,0.0,101.8,101.2,-1.5625,-6.9,-18.082264,6.5,17.20581,50.8679,0.0,44.0,-0.44999695,0.010002136,0
4220.046,0.01179,41.651,47.467014,-122.11426,2.395703,1.1335266,9.371943,0.0,0.0,33.0,86.15288,101.168434,17.500004,14.01652,-11.122882,-3.0903327,-6.9,0.0,98.0,0.0,3192.0,0.0,-15.9,52.4,50.9,11.003,5.422,21.51,-1.5625,1.0,34.49997,16.5,0.804,0.0,1.8999996,0.0,0.0,0.0,0.0,0.88183594,0.8883667,56.060684,5.717715E-12,24.5,24.2,0.0,106.96007,0.0,0.0,101.8,101.2,-1.5625,-6.9,-18.082264,6.5,17.20581,50.8679,0.0,44.0,-0.44999695,0.010002136,0
4220.079,0.01179,41.651,47.467014,-122.11426,2.395703,1.1335266,9.371943,0.0,0.0,33.0,86.15288,101.168434,17.500004,14.01652,-11.122882,-3.0903327,-6.9,0.0,98.0,0.0,3192.0,0.0,-15.9,52.4,50.9,11.003,5.422,21.51,-1.5625,1.0,34.49997,16.5,0.804,0.0,1.8999996,0.0,0.0,0.0,0.0,0.88183594,0.8883667,56.060684,5.717715E-12,24.5,24.2,0.0,106.96007,0.0,0.0,101.8,101.2,-1.5625,-6.9,-18.082264,6.5,17.20581,50.8679,0.0,44.0,-0.44999695,0.010002136,0
4220.112,0.01179,41.651,47.467014,-122.11426,2.3481917,1.1500187,9.388293,0.0,0.0,34.0,87.65145,101.16919,17.500004,14.01634,-11.122992,-4.036656,-8.9,0.0,98.0,0.0,3232.5,0.0,-16.4,51.6,51.1,11.003,5.422,22.18,4.0024004E-12,1.0,34.499977,12.75,0.828,0.0,1.7000008,0.0,0.0,0.0,0.0,0.90625,0.89227295,56.04548,4.0024004E-12,24.5,24.2,0.0,106.96007,0.0,0.0,101.7,101.2,0.0,-8.9,-21.027584,6.6,17.1875,50.758114,0.0,44.0,-0.44999695,0.010002136,0
4220.145,0.01179,41.651,47.467014,-122.11426,2.3481917,1.1500187,9.388293,0.0,0.0,34.0,87.65145,101.16919,17.500004,14.01634,-11.122992,-4.036656,-8.9,0.0,98.0,0.0,3232.5,0.0,-16.4,51.6,51.1,11.003,5.422,22.18,4.0024004E-12,1.0,34.499977,12.75,0.828,0.0,1.7000008,0.0,0.0,0.0,0.0,0.90625,0.89227295,56.04548,4.0024004E-12,24.5,24.2,0.0,106.96007,0.0,0.0,101.7,101.2,0.0,-8.9,-21.027584,6.6,17.1875,50.758114,0.0,44.0,-0.44999695,0.010002136,0
4220.178,0.01179,41.651,47.467014,-122.11426,2.4574075,1.1324602,9.51428,0.0,0.0,34.0,87.841675,101.16904,17.500004,14.016197,-11.137477,-5.0688367,-11.2,0.0,98.0,0.0,3225.5,0.0,-15.7,50.9,51.1,11.003,5.422,22.15,2.8016803E-12,1.0,34.499985,8.25,0.832,0.0,0.79999924,0.0,0.0,0.0,0.0,0.91503906,0.897583,56.049835,2.8016803E-12,24.4,24.0,0.0,106.96007,0.0,0.0,101.7,101.2,0.0,-11.2,-23.14931,6.6,17.30957,50.64435,0.0,44.0,-0.37000275,0.010002136,0
4220.211,0.01179,41.651,47.467014,-122.11426,2.4574075,1.1324602,9.51428,0.0,0.0,34.0,87.841675,101.16904,17.500004,14.016197,-11.137477,-5.0688367,-11.2,0.0,98.0,0.0,3225.5,0.0,-15.7,50.9,51.1,11.003,5.422,22.15,2.8016803E-12,1.0,34.499985,8.25,0.832,0.0,0.79999924,0.0,0.0,0.0,0.0,0.91503906,0.897583,56.049835,2.8016803E-12,24.4,24.0,0.0,106.96007,0.0,0.0,101.7,101.2,0.0,-11.2,-23.14931,6.6,17.30957,50.64435,0.0,44.0,-0.37000275,0.010002136,0
4220.244,0.01179,41.651,47.467014,-122.11426,2.4574075,1.1324602,9.51428,0.0,0.0,34.0,87.841675,101.16904,17.500004,14.016197,-11.137477,-5.0688367,-11.2,0.0,98.0,0.0,3225.5,0.0,-15.7,50.9,51.1,11.003,5.422,22.15,2.8016803E-12,1.0,34.499985,8.25,0.832,0.0,0.79999924,0.0,0.0,0.0,0.0,0.91503906,0.897583,56.049835,2.8016803E-12,24.4,24.0,0.0,106.96007,0.0,0.0,101.7,101.2,0.0,-11.2,-23.14931,6.6,17.30957,50.64435,0.0,44.0,-0.37000275,0.010002136,0
