Time,GPS Speed (),GPS Altitude (),GPS Latitude (),GPS Longitude (),Accel X (ms2),Accel Y (ms2),Accel Z (ms2),Accel V1 (ms2),Accel V2 (ms2),Airflow (kg/hr),Airmass (mg/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Voltage (V),Boost (psi),Calc HP (hp),Calc TQ (nm),Cooling Fan (%),Coolant Temp (°C),Cruise (),Engine Speed (rpm),Eth Content (%),Exhaust Cam Pos (°),FP DI (bar),FP DI SP (bar),FP MPI (bar),FP MPI SP (bar),HPFP Eff Vol (%),Fuel Trim (%),Gear (),IAT (°C),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Int Cam Pos (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (),PUT (kpa),PUT SP (kpa),STFT (%),Torque (Nm),Torque Req (Nm),TPS (%),Turbo Speed (rpm),Turbo Air Temp (°C),Valve Lift Pos (),Vehicle Speed (km/hr),Wastegate (%),Wastegate SP (%),SimosTools [R2.11:2026_7_7:CBRICK_HSL_SL_5G0906259L_0002_BasicsGuide_R01.bin]
3797.042,0.01342,18.450989,47.463387,-122.124084,0.1737564,3.1248338,9.4088125,0.0,0.0,51.0,195.3125,101.27436,19.000002,13.922799,-6.9019794,15.26589,50.0,0.0,96.0,0.0,2176.0,0.0,-8.9,89.0,95.1,11.003,5.0423126,38.76,-0.777541,2.0,28.499977,19.87,1.344,0.0,-19.0,0.0,0.0,0.0,0.0,0.8798828,0.8857422,54.909676,0.0037090292,53.7,55.7,0.0,104.95996,13.8671875,1.0,104.1,80.7,-0.78125,50.0,42.903385,9.1,23.97461,53.79956,3.0,47.0,99.32,100.0,0
3797.075,0.01342,18.450989,47.463387,-122.124084,0.1737564,3.1248338,9.4088125,0.0,0.0,51.0,195.3125,101.27436,19.000002,13.922799,-6.9019794,15.26589,50.0,0.0,96.0,0.0,2176.0,0.0,-8.9,89.0,95.1,11.003,5.0423126,38.76,-0.777541,2.0,28.499977,19.87,1.344,0.0,-19.0,0.0,0.0,0.0,0.0,0.8798828,0.8857422,54.909676,0.0037090292,53.7,55.7,0.0,104.95996,13.8671875,1.0,104.1,80.7,-0.78125,50.0,42.903385,9.1,23.97461,53.79956,3.0,47.0,99.32,100.0,0
3797.108,0.01342,18.450989,47.463387,-122.124084,0.1466278,3.176209,9.481786,0.0,0.0,59.0,225.53517,101.27447,19.000002,13.921052,-6.22013,16.884523,55.2,0.0,96.0,0.0,2180.0,0.0,-8.4,97.0,102.0,11.003,5.0451565,41.1,-2.3411536,2.0,28.499985,19.87,1.46,0.0,-22.3,0.0,0.0,0.0,0.0,0.8652344,0.88256836,55.011772,0.0025963204,58.4,64.2,0.0,104.95996,16.40625,1.0,103.9,80.7,-2.34375,55.2,49.86237,10.6,25.20752,53.70149,3.0,47.0,99.32,100.0,0
3797.141,0.01342,18.450989,47.463387,-122.124084,0.1466278,3.176209,9.481786,0.0,0.0,59.0,225.53517,101.27447,19.000002,13.921052,-6.22013,16.884523,55.2,0.0,96.0,0.0,2180.0,0.0,-8.4,97.0,102.0,11.003,5.0451565,41.1,-2.3411536,2.0,28.499985,19.87,1.46,0.0,-22.3,0.0,0.0,0.0,0.0,0.8652344,0.88256836,55.011772,0.0025963204,58.4,64.2,0.0,104.95996,16.40625,1.0,103.9,80.7,-2.34375,55.2,49.86237,10.6,25.20752,53.70149,3.0,47.0,99.32,100.0,0
3797.174,0.01342,18.450989,47.463387,-122.124084,0.1466278,3.176209,9.481786,0.0,0.0,59.0,225.53517,101.27447,19.000002,13.921052,-6.22013,16.884523,55.2,0.0,96.0,0.0,2180.0,0.0,-8.4,97.0,102.0,11.003,5.0451565,41.1,-2.3411536,2.0,28.499985,19.87,1.46,0.0,-22.3,0.0,0.0,0.0,0.0,0.8652344,0.88256836,55.011772,0.0025963204,58.4,64.2,0.0,104.95996,16.40625,1.0,103.9,80.7,-2.34375,55.2,49.86237,10.6,25.20752,53.70149,3.0,47.0,99.32,100.0,0
3797.207,0.01342,18.450989,47.463387,-122.124084,0.14782917,3.1620681,9.135488,0.0,0.0,62.0,235.84007,101.27457,19.000002,13.919654,-4.899937,20.74865,67.5,0.0,96.0,0.0,2190.75,0.0,-8.1,105.8,109.7,11.003,5.0465784,44.55,-2.3419325,2.0,28.499989,19.12,1.488,0.0,-25.099998,0.0,0.0,0.0,0.0,0.8623047,0.88171387,55.13424,0.0018174242,67.5,68.8,0.0,104.95996,16.699219,1.0,104.0,80.7,-2.34375,67.5,55.30366,10.6,25.46997,53.63284,3.0,47.0,99.32,100.0,0
3797.24,0.01342,18.450989,47.463387,-122.124084,0.17626351,3.2951143,9.32348,0.0,0.0,60.0,229.09506,101.27466,19.000002,13.918535,-4.841919,19.996807,65.3,0.0,96.0,0.0,2182.5,0.0,-7.8999996,114.6,115.0,11.003,5.0482893,43.21,-1.5612278,2.0,28.499992,19.12,1.544,0.0,-26.599998,0.0,0.0,0.0,0.0,0.87890625,0.8840332,55.213966,0.0012721969,67.9,69.9,0.0,104.95996,16.601562,1.0,104.4,80.7,-1.5625,65.3,58.99256,10.4,25.714111,53.54963,3.0,48.0,99.32,100.0,0
3797.273,0.01342,18.450989,47.463387,-122.124084,0.17626351,3.2951143,9.32348,0.0,0.0,60.0,229.09506,101.27466,19.000002,13.918535,-4.841919,19.996807,65.3,0.0,96.0,0.0,2182.5,0.0,-7.8999996,114.6,115.0,11.003,5.0482893,43.21,-1.5612278,2.0,28.499992,19.12,1.544,0.0,-26.599998,0.0,0.0,0.0,0.0,0.87890625,0.8840332,55.213966,0.0012721969,67.9,69.9,0.0,104.95996,16.601562,1.0,104.4,80.7,-1.5625,65.3,58.99256,10.4,25.714111,53.54963,3.0,48.0,99.32,100.0,0
3797.306,0.01342,18.450989,47.463387,-122.124084,0.17626351,3.2951143,9.32348,0.0,0.0,60.0,229.09506,101.27466,19.000002,13.918535,-4.841919,19.996807,65.3,0.0,96.0,0.0,2182.5,0.0,-7.8999996,114.6,115.0,11.003,5.0482893,43.21,-1.5612278,2.0,28.499992,19.12,1.544,0.0,-26.599998,0.0,0.0,0.0,0.0,0.87890625,0.8840332,55.213966,0.0012721969,67.9,69.9,0.0,104.95996,16.601562,1.0,104.4,80.7,-1.5625,65.3,58.99256,10.4,25.714111,53.54963,3.0,48.0,99.32,100.0,0
3797.339,0.01342,18.450989,47.463387,-122.124084,0.18801247,3.2823715,9.202309,0.0,0.0,62.0,236.78583,101.274734,19.000002,13.917641,-4.5952983,21.033169,68.7,0.0,96.0,0.0,2182.0,0.0,-7.700001,121.3,121.1,11.003,5.0491447,44.22,-1.5616095,2.0,28.499996,19.12,1.48,0.0,-27.400002,0.0,0.0,0.0,0.0,0.8857422,0.8898926,55.299778,8.905378E-4,69.6,70.4,0.0,104.95996,16.699219,1.0,104.7,80.7,-1.5625,68.7,61.664795,10.7,26.763916,53.4615,3.0,48.0,99.32,100.0,0
