Time,GPS Speed (),GPS Altitude (),GPS Latitude (),GPS Longitude (),Accel X (ms2),Accel Y (ms2),Accel Z (ms2),Accel V1 (ms2),Accel V2 (ms2),Airflow (kg/hr),Airmass (mg/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Voltage (V),Boost (psi),Calc HP (hp),Calc TQ (nm),Cooling Fan (%),Coolant Temp (°C),Cruise (),Engine Speed (rpm),Eth Content (%),Exhaust Cam Pos (°),FP DI (bar),FP DI SP (bar),FP MPI (bar),FP MPI SP (bar),HPFP Eff Vol (%),Fuel Trim (%),Gear (),IAT (°C),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Int Cam Pos (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (),PUT (kpa),PUT SP (kpa),STFT (%),Torque (Nm),Torque Req (Nm),TPS (%),Turbo Speed (rpm),Turbo Air Temp (°C),Valve Lift Pos (),Vehicle Speed (km/hr),Wastegate (%),Wastegate SP (%),SimosTools [R2.11:2026_7_7:CBRICK_HSL_SL_5G0906259L_0002_BasicsGuide_R01.bin]
5272.077,0.0171,35.275757,47.461365,-122.08458,-0.1723443,7.156463,7.0025845,0.0,0.0,24.0,74.51564,100.94384,17.999998,14.074133,-11.003252,-9.527879,-25.3,0.0,94.0,0.0,2684.0,0.0,-12.8,95.6,100.1,11.003,5.6573715,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.9,0.0,0.0,0.0,0.0,10.394531,1.8000488,39.61783,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.652573,4.7,18.951416,57.12961,3.0,59.0,100.0,100.0,0
5272.11,0.0171,35.275757,47.461365,-122.08458,-0.1723443,7.156463,7.0025845,0.0,0.0,24.0,74.51564,100.94384,17.999998,14.074133,-11.003252,-9.527879,-25.3,0.0,94.0,0.0,2684.0,0.0,-12.8,95.6,100.1,11.003,5.6573715,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.9,0.0,0.0,0.0,0.0,10.394531,1.8000488,39.61783,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.652573,4.7,18.951416,57.12961,3.0,59.0,100.0,100.0,0
5272.143,0.0171,35.275757,47.461365,-122.08458,-0.12731293,7.1707797,6.9708257,0.0,0.0,24.0,74.612946,100.94384,17.999998,14.082745,-11.017759,-9.515455,-25.3,0.0,94.0,0.0,2680.5,0.0,-12.7,95.6,100.1,11.003,5.6551857,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.5,0.0,0.0,0.0,0.0,10.277344,1.8000488,39.57948,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.636803,4.7,18.99414,57.229595,3.0,59.0,100.0,100.0,0
5272.176,0.0171,35.275757,47.461365,-122.08458,-0.12731293,7.1707797,6.9708257,0.0,0.0,24.0,74.612946,100.94384,17.999998,14.082745,-11.017759,-9.515455,-25.3,0.0,94.0,0.0,2680.5,0.0,-12.7,95.6,100.1,11.003,5.6551857,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.5,0.0,0.0,0.0,0.0,10.277344,1.8000488,39.57948,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.636803,4.7,18.99414,57.229595,3.0,59.0,100.0,100.0,0
5272.209,0.0171,35.275757,47.461365,-122.08458,-0.16057706,7.107297,6.9697514,0.0,0.0,24.0,74.94847,100.94384,17.999998,14.069321,-11.017759,-9.4728565,-25.3,0.0,94.0,0.0,2668.5,0.0,-13.1,95.6,100.1,11.003,5.654093,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.5,0.0,0.0,0.0,0.0,10.224609,1.8000488,39.417637,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.625763,4.7,18.951416,57.33298,3.0,59.0,100.0,100.0,0
5272.242,0.0171,35.275757,47.461365,-122.08458,-0.16057706,7.107297,6.9697514,0.0,0.0,24.0,74.94847,100.94384,17.999998,14.069321,-11.017759,-9.4728565,-25.3,0.0,94.0,0.0,2668.5,0.0,-13.1,95.6,100.1,11.003,5.654093,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.5,0.0,0.0,0.0,0.0,10.224609,1.8000488,39.417637,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.625763,4.7,18.951416,57.33298,3.0,59.0,100.0,100.0,0
5272.275,0.0171,35.275757,47.461365,-122.08458,-0.2370005,7.0321517,6.9557776,0.0,0.0,24.0,74.969536,100.94384,17.999998,14.058582,-11.017759,-9.470194,-25.3,0.0,94.0,0.0,2667.75,0.0,-12.9,95.6,100.1,11.003,5.6535463,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.9,0.0,0.0,0.0,0.0,10.256836,1.8000488,39.304348,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.618034,4.7,18.951416,57.43348,3.0,59.0,100.0,100.0,0
5272.308,0.0171,35.275757,47.461365,-122.08458,-0.2370005,7.0321517,6.9557776,0.0,0.0,24.0,74.969536,100.94384,17.999998,14.058582,-11.017759,-9.470194,-25.3,0.0,94.0,0.0,2667.75,0.0,-12.9,95.6,100.1,11.003,5.6535463,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.9,0.0,0.0,0.0,0.0,10.256836,1.8000488,39.304348,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.618034,4.7,18.951416,57.43348,3.0,59.0,100.0,100.0,0
5272.341,0.0171,35.275757,47.461365,-122.08458,-0.2370005,7.0321517,6.9557776,0.0,0.0,24.0,74.969536,100.94384,17.999998,14.058582,-11.017759,-9.470194,-25.3,0.0,94.0,0.0,2667.75,0.0,-12.9,95.6,100.1,11.003,5.6535463,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,17.9,0.0,0.0,0.0,0.0,10.256836,1.8000488,39.304348,1.4E-45,25.0,24.9,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.618034,4.7,18.951416,57.43348,3.0,59.0,100.0,100.0,0
5272.374,0.0171,35.275757,47.461365,-122.08458,-0.35537022,7.027268,6.968042,0.0,0.0,24.0,75.31538,100.94384,17.999998,14.070303,-11.003252,-9.426708,-25.3,0.0,94.0,0.0,2655.5,0.0,-12.8,95.6,100.1,11.003,5.6502733,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.2,0.0,0.0,0.0,0.0,10.394531,1.8000488,39.222042,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.612625,4.7,18.927002,57.526676,3.0,59.0,100.0,100.0,0
5272.407,0.0171,35.275757,47.461365,-122.08458,-0.35537022,7.027268,6.968042,0.0,0.0,24.0,75.31538,100.94384,17.999998,14.070303,-11.003252,-9.426708,-25.3,0.0,94.0,0.0,2655.5,0.0,-12.8,95.6,100.1,11.003,5.6502733,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.2,0.0,0.0,0.0,0.0,10.394531,1.8000488,39.222042,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.612625,4.7,18.927002,57.526676,3.0,59.0,100.0,100.0,0
5272.44,0.0171,35.275757,47.461365,-122.08458,-0.35537022,7.027268,6.968042,0.0,0.0,24.0,75.31538,100.94384,17.999998,14.070303,-11.003252,-9.426708,-25.3,0.0,94.0,0.0,2655.5,0.0,-12.8,95.6,100.1,11.003,5.6502733,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.2,0.0,0.0,0.0,0.0,10.394531,1.8000488,39.222042,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.612625,4.7,18.927002,57.526676,3.0,59.0,100.0,100.0,0
5272.473,0.01499,31.487488,47.46133,-122.08474,-0.2909186,6.941005,6.8886547,0.0,0.0,24.0,75.32957,100.94384,17.999998,14.059368,-11.003252,-9.424933,-25.3,0.0,94.0,0.0,2655.0,0.0,-12.7,95.6,100.1,11.003,5.648637,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.503906,1.8000488,39.16443,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.608837,4.7,18.988037,57.591915,3.0,58.0,100.0,100.0,0
5272.506,0.01499,31.487488,47.46133,-122.08474,-0.2909186,6.941005,6.8886547,0.0,0.0,24.0,75.32957,100.94384,17.999998,14.059368,-11.003252,-9.424933,-25.3,0.0,94.0,0.0,2655.0,0.0,-12.7,95.6,100.1,11.003,5.648637,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.503906,1.8000488,39.16443,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.6,100.9,0.0,-25.3,-28.608837,4.7,18.988037,57.591915,3.0,58.0,100.0,100.0,0
5272.539,0.01499,31.487488,47.46133,-122.08474,-0.38383776,6.9433455,6.9260798,0.0,0.0,24.0,75.40767,100.94384,17.999998,14.050619,-11.003252,-9.415171,-25.3,0.0,94.0,0.0,2652.25,0.0,-13.1,95.6,100.1,11.003,5.646818,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.810547,1.8000488,39.1211,1.4E-45,25.1,24.9,0.0,107.95999,0.0,1.0,103.7,100.9,0.0,-25.3,-28.636187,4.7,19.311523,57.662193,3.0,58.0,100.0,100.0,0
5272.572,0.01499,31.487488,47.46133,-122.08474,-0.38383776,6.9433455,6.9260798,0.0,0.0,24.0,75.40767,100.94384,17.999998,14.050619,-11.003252,-9.415171,-25.3,0.0,94.0,0.0,2652.25,0.0,-13.1,95.6,100.1,11.003,5.646818,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.810547,1.8000488,39.1211,1.4E-45,25.1,24.9,0.0,107.95999,0.0,1.0,103.7,100.9,0.0,-25.3,-28.636187,4.7,19.311523,57.662193,3.0,58.0,100.0,100.0,0
5272.605,0.01499,31.487488,47.46133,-122.08474,-0.41282573,6.9283414,6.9134474,0.0,0.0,24.0,75.67874,100.94384,17.999998,14.043621,-11.003252,-9.381447,-25.3,0.0,94.0,0.0,2642.75,0.0,-13.1,95.6,100.1,11.003,5.644409,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.75293,1.8000488,38.95877,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.9,100.9,0.0,-25.3,-28.65533,4.7,19.464111,57.77115,3.0,58.0,100.0,100.0,0
5272.638,0.01499,31.487488,47.46133,-122.08474,-0.41282573,6.9283414,6.9134474,0.0,0.0,24.0,75.67874,100.94384,17.999998,14.043621,-11.003252,-9.381447,-25.3,0.0,94.0,0.0,2642.75,0.0,-13.1,95.6,100.1,11.003,5.644409,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.75293,1.8000488,38.95877,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.9,100.9,0.0,-25.3,-28.65533,4.7,19.464111,57.77115,3.0,58.0,100.0,100.0,0
5272.671,0.01499,31.487488,47.46133,-122.08474,-0.41282573,6.9283414,6.9134474,0.0,0.0,24.0,75.67874,100.94384,17.999998,14.043621,-11.003252,-9.381447,-25.3,0.0,94.0,0.0,2642.75,0.0,-13.1,95.6,100.1,11.003,5.644409,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.75293,1.8000488,38.95877,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.9,100.9,0.0,-25.3,-28.65533,4.7,19.464111,57.77115,3.0,58.0,100.0,100.0,0
5272.704,0.01499,31.487488,47.46133,-122.08474,-0.41282573,6.9283414,6.9134474,0.0,0.0,24.0,75.67874,100.94384,17.999998,14.043621,-11.003252,-9.381447,-25.3,0.0,94.0,0.0,2642.75,0.0,-13.1,95.6,100.1,11.003,5.644409,0.0,1.4E-45,2.0,46.499996,0.75,0.0,0.0,18.3,0.0,0.0,0.0,0.0,10.75293,1.8000488,38.95877,1.4E-45,25.1,25.0,0.0,107.95999,0.0,1.0,103.9,100.9,0.0,-25.3,-28.65533,4.7,19.464111,57.77115,3.0,58.0,100.0,100.0,0
