,400,700,1000,1250,1500,1750,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500
80,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,
400,,,,,,,,,,1.8749999999999858,4.124999999999986,3.749999999999986,2.249999999999986,-1.4210854715202004e-14,,
500,,,,,,,,,,4.124999999999986,5.624999999999986,2.249999999999986,0.7499999999999858,-1.4210854715202004e-14,-1.4210854715202004e-14,
600,,,,,,,,,,-0.3750000000000142,2.249999999999986,0.7499999999999858,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,
700,,,,,,,,,,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,3.374999999999986,4.874999999999986
800,,,,,,,,,,3.749999999999986,2.999999999999986,2.624999999999986,1.8749999999999858,2.249999999999986,5.624999999999986,6.374999999999986
900,,,,,,,,,,4.124999999999986,4.874999999999986,4.874999999999986,5.999999999999986,6.374999999999986,6.749999999999986,5.999999999999986
1050,,,,,,,,,,4.499999999999986,5.249999999999986,3.374999999999986,3.374999999999986,4.874999999999986,4.874999999999986,4.874999999999986
1200,,,,,,,,,,3.374999999999986,3.374999999999986,3.374999999999986,1.8749999999999858,1.4999999999999858,2.624999999999986,2.999999999999986
1400,,,,,,,,,,3.374999999999986,1.4999999999999858,1.4999999999999858,0.3749999999999858,0.7499999999999858,1.4999999999999858,
