Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),knks_thd[0] (V),knks_thd[1] (V),knks_thd[2] (V),knks_thd[3] (V),nl_c42b2[0] (V),nl_c42b2[1] (V),nl_c42b2[2] (V),nl_c42b2[3] (V),nl_c42c2[0] (V),nl_c42c2[1] (V),nl_c42c2[2] (V),nl_c42c2[3] (V),nl_c4274[0] (V),nl_c4274[1] (V),nl_c4274[2] (V),nl_c4274[3] (V),nl_c429c[0] (V),nl_c429c[1] (V),nl_c429c[2] (V),nl_c429c[3] (V),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_31:Patched_259L_R20.bin]
567793.5,-0.028669497,0.7661202,0.3470076,0.34496623,101.274086,15.037586,14.101969,-1.8439231,184.50385,55.736885,8.237,0.0,3.999,8.237,8.237,0.0,99.9997,0.0,0.0,453.375,212.25,2153.0,0.0,-8.078125,0.10266113,109.940346,15730.715,15867.098,1100.0834,502.2812,25.1794,23.716959,0.0,-1.6446501,3.0,46.661377,29.323599,13.499983,14.249982,1.516,0.0,-28.085938,0.12677002,0.0,0.0,0.0,0.0,0.0,1.328125,1.4453125,1.5820312,1.5429688,0.5317006,0.6223392,0.590753,0.5366598,0.19417106,0.2636759,0.21385519,0.23125048,0.6398871,0.58731973,0.5977722,0.57000077,0.23056382,0.25688565,0.2153811,0.24933241,1.0214844,1.0,55.758667,1.5625001,88.564125,88.3565,20.0,106.00006,23.144531,1.0,116.24208,88.00866,472.875,544.125,-3.2071502,109.03125,0.0,104.625,13.07111,60.999992,46.533203,1.0,46.82,38.03125,0.0,-83.14209,56.90918,0.0,3.6669922,46.88,46.9,46.58,46.54,0
567793.5,-0.022935597,0.7751981,0.34787095,0.345814,101.27422,15.037586,14.101847,-1.8330914,184.53822,56.0062,8.277,0.0,3.999,8.277,8.277,0.0,99.99976,0.0,0.0,453.0,212.25,2163.0,0.0,-8.1171875,0.103393555,110.36323,15835.257,15858.076,1100.0834,502.54654,23.27187,23.716959,0.0,-1.4719702,3.0,45.594788,29.32357,13.499983,14.249982,1.6,0.0,-27.789062,0.12823486,0.0,0.0,0.0,0.0,0.0,1.328125,1.4453125,1.5820312,1.5429688,0.5337606,0.6223392,0.5910582,0.5339132,0.19493401,0.2636759,0.21393149,0.230869,0.5804532,0.53566796,0.5977722,0.4819562,0.2091249,0.24879836,0.2153811,0.22384985,1.0234375,1.0,55.766296,1.5625001,88.63892,88.38953,20.0,106.00006,23.144531,1.0,116.60692,88.207664,474.0,544.125,-3.0344703,109.28125,0.0,104.8125,13.07111,60.999992,47.13745,1.0,46.91,38.46875,0.0,-83.462524,56.56128,0.0,3.6669922,47.09,47.04,46.88,46.76,0
567793.56,-0.038348477,0.7788293,0.3479934,0.3495019,101.274345,15.037586,14.10762,-1.8137846,184.55351,56.166206,8.316,0.0,3.999,8.316,8.316,0.0,99.99981,0.0,0.0,453.0,212.25,2169.0,0.0,-8.1875,0.10357666,110.52077,15884.079,15846.932,1100.0834,502.54654,22.911558,23.738155,0.0,-1.3338262,3.0,45.42389,29.323544,13.499983,14.249982,1.6,0.0,-27.75,0.13183594,0.0,0.0,0.0,0.0,0.0,1.328125,1.4453125,1.5820312,1.5429688,0.5337606,0.6179141,0.59258413,0.53696495,0.19493401,0.26291296,0.21454185,0.23338674,0.63706416,0.53566796,0.62592506,0.6053254,0.22957198,0.24879836,0.22552834,0.28114748,1.0195312,1.0,55.79071,1.5625001,88.772125,88.96503,20.0,106.00006,23.339844,1.0,116.88885,88.51446,474.0,544.125,-2.8963263,109.3125,0.0,106.375,13.07111,60.999992,47.61963,1.0,47.18,39.5625,0.0,-83.52356,55.377197,0.0,3.6669922,47.15,47.13,46.88,46.92,0
567793.6,-0.050678782,0.7802818,0.3480957,0.34992582,101.27446,15.037586,14.099943,-1.7846004,184.48767,56.301487,8.357,0.0,3.999,8.357,8.357,0.0,99.99985,0.0,0.0,453.375,212.25,2175.0,0.0,-8.2109375,0.103271484,110.55393,15914.327,15871.343,1100.0834,503.0772,23.208284,23.822933,0.0,-1.2233111,3.0,45.628357,29.323519,13.499983,14.249982,1.596,0.0,-27.960938,0.13311768,0.0,0.0,0.0,0.0,0.0,1.3476562,1.4453125,1.6015625,1.5429688,0.5381857,0.61562526,0.5991455,0.53696495,0.19668879,0.26306555,0.21728848,0.23338674,0.63706416,0.57328147,0.7457084,0.5696193,0.22957198,0.26626992,0.2687114,0.26451513,1.0146484,1.0,55.802917,1.5625001,88.973404,89.02778,20.0,106.00006,23.339844,1.0,117.35317,88.75492,474.375,544.125,-2.7858112,109.625,0.0,106.53125,13.07111,60.999992,48.114014,1.0,47.29,39.9375,0.0,-83.895874,54.882812,0.0,3.6669922,47.3,47.3,47.04,46.82,0
567793.6,-0.060543027,0.79961276,0.3488089,0.35039213,101.27456,15.037586,14.106288,-1.7435473,187.99736,57.39894,8.399,0.0,3.999,8.399,8.399,0.0,99.99988,0.0,0.0,453.0,212.25,2176.0,0.0,-8.15625,0.104003906,110.63685,15901.591,15880.364,1100.0834,503.0772,22.466467,23.907713,0.0,-1.1348988,3.0,45.23163,29.323498,13.499983,14.249982,1.608,0.0,-28.117188,0.1340332,0.0,0.0,0.0,0.0,0.0,1.3476562,1.4453125,1.6015625,1.5429688,0.5444419,0.61562526,0.5991455,0.5383383,0.19920653,0.26306555,0.21728848,0.23498894,0.6836805,0.67513543,0.5582513,0.5696193,0.2463569,0.3135729,0.20111391,0.26451513,1.015625,1.0,55.80902,1.5625001,89.25648,89.405685,20.0,106.00006,23.339844,1.0,117.527306,89.04513,474.375,544.125,-2.697399,109.34375,0.0,106.59375,13.07111,60.999992,48.62671,1.0,47.38,40.21875,0.0,-83.99658,54.72412,0.0,3.6669922,47.38,47.39,47.18,47.13,0
567793.7,-0.06843442,0.8260951,0.35052794,0.3505193,101.27465,15.037586,14.10487,-1.7321999,191.27037,58.559273,8.437,0.0,3.999,8.437,8.437,0.0,99.9999,0.0,0.0,453.0,212.25,2182.0,0.0,-7.9140625,0.104003906,110.64514,15994.459,15847.463,1100.0834,503.0772,21.936598,23.801739,0.0,-1.064169,3.0,45.004272,29.323479,13.499983,14.249982,1.596,0.0,-27.851562,0.1350708,0.0,0.0,0.0,0.0,0.0,1.3476562,1.4453125,1.5625,1.5429688,0.5444419,0.61821926,0.59708554,0.5348287,0.19920653,0.26565957,0.21644923,0.2341497,0.70763713,0.54253453,0.5582513,0.46921492,0.26413366,0.26726177,0.20111391,0.21789883,1.0166016,1.0,55.822754,1.5625001,89.334785,89.33009,20.0,106.00006,23.339844,1.0,117.94189,89.19438,474.375,544.125,-2.6266692,110.21875,0.0,106.8125,13.07111,60.999992,49.261475,1.0,47.47,40.53125,0.0,-84.50928,54.370117,0.0,3.6669922,47.57,47.53,47.18,47.13,0
567793.7,-0.07474753,0.83668804,0.343142,0.35111275,101.2739,15.037586,14.08044,-1.846211,191.29486,58.727818,8.478,0.0,3.999,8.478,8.478,0.0,99.99992,0.0,0.0,453.0,212.625,2188.0,0.0,-7.8828125,0.103759766,110.72806,16072.468,15776.883,1100.0834,503.0772,18.185122,23.483816,0.0,-1.0075852,3.0,42.881775,29.323462,13.874982,14.624981,1.596,0.0,-27.90625,0.13641357,0.0,0.0,0.0,0.0,0.0,1.3671875,1.4257812,1.5625,1.5429688,0.55146104,0.6144045,0.5952544,0.5348287,0.20248722,0.26573586,0.21606775,0.2341497,0.64599067,0.54253453,0.56092167,0.52979326,0.24109255,0.26726177,0.20935377,0.24605173,1.0166016,1.0,55.80597,1.5625001,88.54817,89.45621,20.0,106.00006,23.339844,1.0,118.331604,89.32705,474.375,544.125,-2.5700853,107.25,0.0,106.875,13.07111,60.999992,49.438477,1.0,47.62,40.9375,0.0,-85.05554,53.863525,0.0,3.6669922,47.66,47.66,47.38,47.27,0
567793.75,-0.07979803,0.8409252,0.3427808,0.3508584,101.273224,15.037586,14.080917,-1.847828,191.33168,58.792812,8.516,0.0,3.999,8.516,8.516,0.0,99.99994,0.0,0.0,453.375,212.625,2190.0,0.0,-8.2890625,0.10357666,110.57052,15930.247,15776.883,1100.0834,503.0772,20.071457,23.505013,0.0,-0.96231806,3.0,43.914795,29.323446,13.874982,14.624981,1.576,0.0,-28.054688,0.13708496,0.0,0.0,0.0,0.0,0.0,1.3671875,1.4257812,1.5625,1.5429688,0.5555047,0.6131838,0.5952544,0.53459984,0.20447089,0.2670329,0.21606775,0.23476005,0.64599067,0.5899138,0.60791945,0.5798428,0.24109255,0.29060808,0.22690165,0.26932174,1.0175781,1.0,55.82428,1.5625001,88.53635,89.40835,20.0,106.00006,23.339844,1.0,118.68815,89.41826,474.375,544.5,-2.5248182,107.0625,0.0,106.96875,13.07111,60.999992,50.01831,1.0,47.71,41.125,0.0,-85.42175,53.601074,0.0,3.6669922,47.75,47.82,47.38,47.48,0
567793.8,-0.08383842,0.84262013,0.34256497,0.35102797,101.27179,15.037586,14.063673,-1.8094071,191.35107,58.906166,8.557,0.0,3.999,8.557,8.557,0.0,99.999954,0.0,0.0,453.375,212.625,2194.0,0.0,-8.25,0.103271484,110.55393,15843.748,15777.944,1100.0834,503.34253,20.431768,23.568596,0.0,-0.7698544,3.0,44.073486,29.323433,13.874982,14.624981,1.572,0.0,-28.4375,0.13787842,0.0,0.0,0.0,0.0,0.0,1.3867188,1.4257812,1.5625,1.5429688,0.56092167,0.6131838,0.59578854,0.5365072,0.20698863,0.2670329,0.21660182,0.23651484,0.6823072,0.52231634,0.8641947,0.5798428,0.25467306,0.24254215,0.32257572,0.26932174,1.0214844,1.0,55.828857,1.5625001,88.79974,89.74411,20.0,106.00006,23.339844,1.0,118.90373,89.55922,474.375,544.125,-2.3323545,106.8125,0.0,107.09375,13.07111,60.999992,50.317383,1.0,47.88,41.375,0.0,-85.65674,53.26538,0.0,3.6669922,47.87,47.89,47.77,47.48,0
567793.8,-0.10707074,0.8432981,0.35256875,0.35128224,101.2705,15.037586,14.0691805,-1.6557553,191.44176,59.122116,8.599,0.0,3.999,8.599,8.599,0.0,99.99996,0.0,0.0,453.375,212.25,2201.0,0.0,-8.125,0.10321045,110.52906,15814.03,15866.036,1100.0834,503.34253,23.229479,24.098465,0.0,-0.61588347,3.0,45.69702,29.32342,13.499983,14.249982,1.58,0.0,-28.476562,0.13977051,0.0,0.0,0.0,0.0,0.0,1.3867188,1.4257812,1.6015625,1.5429688,0.56092167,0.6086061,0.60730904,0.5364309,0.20698863,0.26581216,0.22201876,0.2371252,0.6264591,0.52231634,0.8641947,0.53582054,0.2338445,0.24254215,0.32257572,0.24879836,1.0224609,1.0,55.863953,1.5625001,89.85756,89.72568,20.0,106.00006,23.339844,1.0,119.02811,89.68359,474.375,544.125,-2.1783836,110.1875,0.0,107.25,13.537935,60.999992,51.049805,1.0,47.91,41.9375,0.0,-85.48279,52.612305,0.0,3.6669922,47.99,47.97,47.84,47.78,0
