Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),knks_thd[0] (V),knks_thd[1] (V),knks_thd[2] (V),knks_thd[3] (V),nl_c42b2[0] (V),nl_c42b2[1] (V),nl_c42b2[2] (V),nl_c42b2[3] (V),nl_c42c2[0] (V),nl_c42c2[1] (V),nl_c42c2[2] (V),nl_c42c2[3] (V),nl_c4274[0] (V),nl_c4274[1] (V),nl_c4274[2] (V),nl_c4274[3] (V),nl_c429c[0] (V),nl_c429c[1] (V),nl_c429c[2] (V),nl_c429c[3] (V),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_31:Patched_259L_R20.bin]
567424.3,0.053181842,-0.6252122,0.0856237,0.08533017,101.16769,15.037586,14.260205,-10.667107,0.0,0.0,132.079,0.0,4.399,15.919,26.28,0.0,99.299995,0.0,0.0,0.0,200.25,3069.0,0.0,-17.460938,0.0847168,104.74971,9933.652,10000.517,1100.0834,508.91458,0.0,6.273655,0.0,2.8535516,3.0,0.0,25.409395,38.62495,2.2499971,0.0,0.0,4.40625,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.640625,1.8164062,2.03125,0.7190814,0.7055009,0.73067826,0.7581445,0.3215839,0.40825513,0.30182347,0.43106738,0.701915,0.5900664,0.6205844,0.86976427,0.2901503,0.32845044,0.23956664,0.48416877,1.9999695,1.0,49.102783,2.8570304,27.64048,27.57778,0.0,88.99996,0.0,1.0,102.78457,101.16767,720.0,553.5,-0.0034786758,-26.40625,0.0,-28.59375,5.135079,46.99998,17.999268,0.0,67.61,0.0,0.0,-0.5004883,99.998474,99.497986,0.703125,67.55,67.49,67.49,67.42,0
567424.4,0.042545475,-0.6438349,0.085508466,0.08533017,101.16769,15.037586,14.253628,-10.672907,0.0,0.0,132.118,0.0,4.399,15.919,26.28,0.0,99.28962,0.0,0.0,0.0,200.25,3067.0,0.0,-17.273438,0.08502197,104.74971,9933.652,10000.517,1100.0834,508.91458,0.0,6.3372393,0.0,2.9346385,3.0,0.0,25.424847,38.62495,2.2499971,0.0,0.0,4.8046875,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0507812,0.71824217,0.70954454,0.7334249,0.7578393,0.3199817,0.40894178,0.30205235,0.42946517,0.6351568,0.79957277,0.79514766,0.6628519,0.26253146,0.42206454,0.30701151,0.34988937,1.9999695,1.0,49.102783,2.9374213,27.600498,27.577246,0.0,88.99996,0.0,1.0,102.65189,101.16767,720.0,553.5,-0.0027829406,-26.40625,0.0,-28.59375,5.135079,46.99998,17.694092,0.0,67.6,0.0,0.0,-0.41503906,99.998474,99.583435,0.703125,67.48,67.52,67.39,67.24,0
567424.44,0.03403638,-0.651284,0.08681436,0.08533017,101.16769,15.037586,14.260742,-10.639953,0.0,0.0,132.163,0.0,4.399,15.919,26.28,0.0,99.28132,0.0,0.0,0.0,200.25,3066.0,0.0,-17.171875,0.08569336,104.74971,9943.204,10000.517,1100.0834,508.91458,0.0,6.4220185,0.0,2.9914684,3.0,0.0,25.438751,38.24995,2.2499971,0.0,0.0,4.703125,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0703125,0.71404594,0.70885783,0.7347982,0.76394296,0.31708246,0.40680552,0.30174714,0.43175402,0.7916381,0.69626915,0.7656214,0.89936674,0.32722974,0.36751354,0.29556724,0.47470817,1.9999695,1.0,49.102783,2.9936948,27.827654,27.537718,0.0,88.99996,0.0,1.0,102.56069,101.16767,720.0,553.125,-0.0022263525,-26.28125,0.0,-28.5,5.6019044,46.99998,17.72461,0.0,67.54,0.0,0.0,-0.40893555,99.998474,99.58954,0.703125,67.48,67.39,67.16,67.24,0
567424.44,0.027229104,-0.6542636,0.088001534,0.08533017,101.16769,15.037586,14.265722,-10.607983,0.0,0.0,132.198,0.0,4.399,15.919,26.28,0.0,99.27468,0.0,0.0,0.0,200.25,3064.0,0.0,-17.09375,0.08666992,104.77458,9940.0205,10000.517,1100.0834,508.91458,0.0,6.4432135,0.0,3.0313053,3.0,0.0,25.451265,37.87495,2.2499971,0.0,0.0,4.8046875,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8359375,2.0703125,0.71740294,0.7081712,0.7379263,0.7602808,0.31761655,0.40482184,0.30228123,0.42839703,0.66605633,0.6955062,0.807126,0.69161516,0.27527276,0.36713207,0.31158924,0.3650721,1.9999695,1.0,49.102783,3.0330863,28.048021,27.520151,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-0.001781082,-26.125,0.0,-28.28125,5.6019044,46.99998,17.779541,0.0,67.37,0.0,0.0,-0.4119873,99.998474,99.58649,0.703125,67.46,67.33,67.27,67.19,0
567424.5,0.0017832834,-0.6742055,0.08856928,0.08533017,101.16769,15.037586,14.25749,-10.593975,0.0,0.0,132.24,0.0,4.399,15.919,26.28,0.0,99.26937,0.0,0.0,0.0,200.25,3061.0,0.0,-17.117188,0.0869751,104.77458,9947.449,10000.517,1100.0834,508.91458,0.0,6.4432135,0.0,3.0592356,3.0,0.0,25.462528,37.49995,2.2499971,0.0,0.0,4.9140625,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0703125,0.7148089,0.7135882,0.7346456,0.76417184,0.3154803,0.40665293,0.30014497,0.42946517,0.61715114,0.8347448,0.673228,0.851606,0.25505456,0.44060427,0.25993744,0.44953078,1.9999695,1.0,48.687744,3.0606604,28.144566,27.513985,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-0.0014248657,-26.09375,0.0,-28.28125,5.6019044,46.99998,17.755127,0.0,67.37,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,67.22,67.31,67.16,66.97,0
567424.5,0.0014266268,-0.6821822,0.08879393,0.08533017,101.16769,15.037586,14.263446,-10.589918,0.0,0.0,132.278,0.0,4.399,15.919,26.28,0.0,99.26512,0.0,0.0,0.0,200.25,3057.0,0.0,-17.171875,0.08728027,104.77458,9964.962,10000.517,1100.0834,508.91458,0.0,6.485603,0.0,3.0788224,3.0,0.0,25.472666,37.49995,2.2499971,0.0,0.0,4.5859375,0.0,0.0,0.0,0.0,0.0,0.0,1.6992188,1.6601562,1.8164062,2.0703125,0.7098497,0.70946825,0.7360952,0.7591363,0.31242847,0.40291446,0.29999238,0.42549783,0.8786908,0.6317235,0.7689784,0.66498816,0.36324102,0.33348593,0.29686427,0.3510338,1.9999695,1.0,48.687744,3.0799623,28.17253,27.485193,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-0.0011398926,-26.03125,0.0,-28.1875,5.6019044,46.99998,17.84668,0.0,67.25,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,67.16,67.14,66.89,66.91,0
567424.56,0.0011413015,-0.68537295,0.08872636,0.08533019,101.16769,15.037586,14.255897,-10.596795,0.0,0.0,132.318,0.0,4.399,15.919,26.28,0.0,99.26173,0.0,0.0,0.0,200.25,3054.0,0.0,-17.242188,0.08856201,104.79946,9964.962,10000.517,1100.0834,508.91458,0.0,6.506798,0.0,3.0925615,3.0,0.0,25.481789,37.49995,2.2499971,0.0,0.0,4.3984375,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0703125,0.71709776,0.70954454,0.73205155,0.76066226,0.3150225,0.40146488,0.2976272,0.42519265,0.7767605,0.71061265,0.65621424,0.79461354,0.3210498,0.37506676,0.25337607,0.41947052,1.9999695,1.0,48.687744,3.0934734,28.125126,27.44488,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-9.119141E-4,-25.96875,0.0,-28.0,5.6019044,46.99998,17.755127,0.0,67.1,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,67.07,67.16,66.97,66.86,0
567424.6,-0.019086959,-0.6678992,0.087555975,0.08533017,101.16769,15.037586,14.256472,-10.635655,0.0,0.0,132.361,0.0,4.399,15.919,26.28,0.0,99.25901,0.0,0.0,0.0,200.25,3050.0,0.0,-17.1875,0.08892822,104.79946,9964.962,10000.517,1100.0834,508.91458,0.0,6.2524605,0.0,3.1022017,3.0,0.0,25.49,37.87495,2.2499971,0.0,0.0,4.328125,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8359375,2.0703125,0.71969175,0.7083238,0.73746854,0.7602808,0.31532767,0.3994812,0.299382,0.42374304,0.68421453,0.7048142,0.8586252,0.752575,0.28282598,0.37201494,0.33150226,0.39726862,1.9999695,1.0,48.27118,3.1029313,27.857271,27.415956,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-7.295313E-4,-26.125,0.0,-28.09375,5.6019044,46.99998,17.663574,0.0,67.06,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,66.95,66.99,66.97,66.8,0
567424.6,-0.035269566,-0.66090965,0.08659616,0.085330166,101.16769,15.037586,14.256874,-10.66595,0.0,0.0,132.398,0.0,4.399,15.919,26.28,0.0,99.256836,0.0,0.0,0.0,200.25,3045.0,0.0,-17.140625,0.089538574,104.79946,9964.962,10000.517,1100.0834,508.91458,0.0,6.188876,0.0,3.1089683,3.0,0.0,25.49739,38.24995,2.2499971,0.0,0.0,4.6484375,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0703125,0.7178607,0.7081712,0.7343404,0.7647822,0.3136492,0.3981079,0.29739833,0.42542154,0.6674296,0.6878004,0.6754406,0.86449987,0.2758831,0.36308843,0.2607767,0.45632106,1.9999695,1.0,48.27118,3.109552,27.648455,27.40895,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-5.8362505E-4,-26.21875,0.0,-28.28125,5.6019044,46.99998,17.614746,0.0,66.87,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,66.97,66.78,66.78,66.48,0
567424.7,-0.04821565,-0.65811384,0.08639986,0.08533017,101.16769,15.037586,14.251296,-10.679019,0.0,0.0,132.442,0.0,4.399,15.919,26.28,0.0,99.2551,0.0,0.0,0.0,200.25,3041.0,0.0,-17.148438,0.09082031,104.81604,9964.962,10000.517,1100.0834,508.91458,0.0,6.1464863,0.0,3.1137195,3.0,0.0,25.504042,38.24995,2.2499971,0.0,0.0,4.8515625,0.0,0.0,0.0,0.0,0.0,0.0,1.71875,1.6601562,1.8164062,2.0703125,0.71526664,0.7071031,0.7367056,0.7662318,0.31174183,0.3963531,0.2977798,0.42519265,0.70176244,0.82764935,0.7892729,0.79774165,0.29007402,0.4368658,0.30472267,0.42107272,1.9999695,1.0,47.854614,3.1141863,27.55837,27.345675,0.0,88.99996,0.0,1.0,102.52753,101.16767,720.0,553.125,-4.6690003E-4,-26.25,0.0,-28.375,5.6019044,46.99998,17.614746,0.0,66.89,0.0,0.0,-0.4272461,99.998474,99.57123,0.703125,66.76,66.72,66.59,66.44,0
