Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_7_12:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R09.bin]
28120.951,-0.022617193,-0.1203662,0.116855994,0.120767854,101.68251,16.54134,13.995997,-8.781389,0.0,0.0,89.919,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,469.5,230.625,2968.0,0.0,-9.5546875,0.07739258,105.20576,6109.0977,6422.725,1100.0834,584.5354,22.445272,8.4567175,0.0,0.8518138,3.0,28.814697,37.1494,32.624958,32.624958,0.904,0.0,-23.164062,0.0,0.0,0.0,0.0,0.0,0.0,0.99609375,1.0800781,58.450317,3.9062502,41.15335,42.01056,0.0,105.99992,6.25,1.0,101.85589,81.027,486.0,545.625,-3.0544364,15.40625,0.0,14.46875,7.469206,61.999977,17.901611,0.0,64.96,0.0,0.0,-65.91797,99.998474,34.080505,0.7128906,65.0,65.06,64.6,64.9,0
28120.992,0.0019062441,-0.104396485,0.11802541,0.12110695,101.682434,16.54134,13.992511,-8.79465,0.0,0.0,89.959,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,469.125,230.625,2965.0,0.0,-9.6640625,0.07739258,105.20576,6192.4136,6529.921,1100.0834,584.5354,22.678415,7.926848,0.0,0.8377011,3.0,29.006958,37.19386,32.624958,32.624958,0.932,0.0,-23.007812,0.0,0.0,0.0,0.0,0.0,0.0,0.9970703,1.0800781,58.358765,3.9062502,41.061867,41.72902,0.0,105.99992,6.25,1.0,101.85589,81.027,485.625,545.625,-3.0685492,14.09375,0.0,14.53125,7.469206,61.999977,17.96875,0.0,65.0,0.0,0.0,-65.982056,99.998474,34.01642,0.7080078,64.9,64.96,64.88,64.81,0
28121.035,0.021524996,-0.098008595,0.11910379,0.12034397,101.68237,16.54134,13.978352,-8.779619,0.0,0.0,89.999,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,471.0,230.625,2963.0,0.0,-9.9140625,0.07739258,105.20576,6215.2324,6529.921,1100.0834,584.5354,24.416388,7.926848,0.0,0.8264108,3.0,30.041504,37.23387,32.624958,32.624958,0.84,0.0,-22.859375,0.0,0.0,0.0,0.0,0.0,0.0,0.9980469,1.0800781,58.3786,3.9062502,41.165417,41.41732,0.0,105.99992,6.25,1.0,101.85589,81.027,485.625,546.0,-3.0798395,14.5625,0.0,14.59375,7.469206,61.999977,17.96875,0.0,64.99,0.0,0.0,-66.01257,99.998474,33.9859,0.7080078,64.98,64.85,64.82,64.58,0
28121.072,0.017219996,-0.11420344,0.119912595,0.12081024,101.683136,16.54134,13.991878,-8.794068,0.0,0.0,90.042,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,470.625,230.25,2969.0,0.0,-9.84375,0.07739258,105.21404,6367.0044,6569.721,1100.0834,584.5354,23.801739,7.9692373,0.0,0.8173785,3.0,29.779053,37.269882,32.249958,32.249958,0.848,0.0,-22.695312,0.0,0.0,0.0,0.0,0.0,0.0,1.0332031,1.0800781,58.37097,3.9062502,41.066578,41.280903,0.0,105.99992,6.25,1.0,101.797844,81.027,485.625,546.0,-3.0888717,14.78125,0.0,14.71875,7.469206,61.999977,17.999268,0.0,64.97,0.0,0.0,-65.982056,99.998474,34.01642,0.7080078,64.98,64.96,64.7,64.67,0
28121.11,0.013775997,-0.120681375,0.118925214,0.120767854,101.68382,16.54134,13.995486,-8.806373,0.0,0.0,90.079,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,470.625,230.625,2971.0,0.0,-9.7734375,0.07739258,105.21404,6461.9946,6549.025,1100.0834,584.5354,22.530052,8.011627,0.0,0.96640277,3.0,29.064941,37.30229,32.624958,32.624958,0.844,0.0,-22.523438,0.0,0.0,0.0,0.0,0.0,0.0,1.0595703,1.0800781,58.381653,3.9062502,40.982452,41.39214,0.0,105.99992,6.25,1.0,101.781265,81.027,486.0,546.0,-2.9398475,14.4375,0.0,14.625,7.469206,61.999977,17.889404,0.0,64.97,0.0,0.0,-65.802,99.998474,34.196472,0.7080078,64.85,64.9,64.65,64.65,0
28121.152,0.031020798,-0.14202255,0.12069441,0.12089503,101.68361,16.54134,13.986294,-8.785677,0.0,0.0,90.116,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,470.625,230.25,2964.0,0.0,-9.7109375,0.07739258,105.20576,6451.3813,6576.62,1100.0834,584.5354,23.822933,8.075212,0.0,1.2418723,3.0,29.870605,37.331463,32.249958,32.249958,0.844,0.0,-22.351562,0.0,0.0,0.0,0.0,0.0,0.0,1.078125,1.0800781,58.389282,3.9062502,41.124897,41.1684,0.0,105.99992,6.25,1.0,101.85589,81.027,485.625,545.625,-2.664378,15.15625,0.0,14.71875,7.469206,61.999977,18.066406,0.0,64.92,0.0,0.0,-65.963745,99.998474,34.03473,0.7080078,64.9,64.82,64.47,64.67,0
28121.19,0.044816636,-0.13180903,0.121069714,0.12203954,101.683426,16.54134,13.991577,-8.810792,0.0,0.0,90.159,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,470.625,230.25,2963.0,0.0,-9.625,0.07739258,105.20576,6547.433,6621.727,1100.0834,584.5354,21.894209,8.181186,0.0,1.4622478,3.0,28.735352,37.357716,32.249958,32.249958,0.848,0.0,-21.859375,0.0,0.0,0.0,0.0,0.0,0.0,1.0810547,1.0800781,58.40912,3.9062502,40.951595,41.14134,0.0,105.99992,6.3476562,1.0,101.81443,81.027,485.625,545.625,-2.4440024,15.375,0.0,15.3125,7.469206,61.999977,18.005371,0.0,64.95,0.0,0.0,-65.823364,99.998474,34.17511,0.7080078,64.81,64.88,64.7,64.58,0
28121.232,0.055853307,-0.12772362,0.11985269,0.12220911,101.68326,16.54134,13.977697,-8.811702,0.0,0.0,90.196,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,470.625,230.25,2962.0,0.0,-9.5703125,0.07739258,105.20576,6687.0,6567.5986,1100.0834,584.5354,21.110003,8.075212,0.0,1.6385484,3.0,28.417969,37.381344,32.249958,32.249958,0.848,0.0,-22.203125,0.0,0.0,0.0,0.0,0.0,0.0,1.0820312,1.0800781,58.40912,3.9062502,40.94516,41.477264,0.0,105.99992,6.3476562,1.0,101.85589,81.027,485.625,545.625,-2.2677019,14.875,0.0,15.3125,7.469206,61.999977,18.164062,0.0,64.83,0.0,0.0,-65.963745,99.998474,34.03473,0.7080078,64.81,64.75,64.73,64.44,0
28121.271,0.044682648,-0.10733945,0.12036789,0.122124314,101.68228,16.54134,13.997278,-8.777214,0.0,0.0,90.239,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,471.0,230.25,2959.0,0.0,-9.9609375,0.077697754,105.197464,6721.4937,6578.7427,1100.0834,584.27,18.672602,8.075212,0.0,1.6233387,3.0,26.986694,37.402607,32.249958,32.249958,0.836,0.0,-22.671875,0.0,0.0,0.0,0.0,0.0,0.0,1.0761719,1.0800781,58.395386,3.9062502,41.181904,41.591434,0.0,105.99992,6.3476562,1.0,101.85589,81.018715,486.0,546.0,-2.2829115,15.0,0.0,15.21875,7.469206,61.999977,18.145752,0.0,64.8,0.0,0.0,-66.00037,99.998474,33.998108,0.7080078,64.85,64.81,64.52,64.52,0
28121.312,0.03574612,-0.09918578,0.120599434,0.122124314,101.681404,16.54134,13.999267,-8.757132,0.0,0.0,90.279,0.0,4.8,26.076,48.676,0.0,96.99251,0.0,0.0,471.0,230.25,2958.0,0.0,-9.8671875,0.077697754,105.197464,6707.696,6596.7856,1100.0834,584.27,19.096497,8.075212,0.0,1.611171,3.0,27.282715,37.421745,32.249958,32.249958,0.832,0.0,-22.71875,0.0,0.0,0.0,0.0,0.0,0.0,1.0722656,1.0800781,58.387756,3.9062502,41.31945,41.65607,0.0,105.99992,6.3476562,1.0,101.85589,81.018715,486.0,546.0,-2.2950792,15.09375,0.0,15.21875,7.469206,61.999977,18.121338,0.0,64.8,0.0,0.0,-65.9729,99.998474,34.025574,0.7080078,64.67,64.77,64.52,64.49,0
