Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_26:Patched_259L_R17.bin]
150334.06,-0.0034762614,0.17266779,0.18058372,0.18579343,101.59883,18.796984,13.959553,-7.3810534,97.369576,28.417107,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,457.125,217.875,2080.0,0.0,-9.3671875,0.08874512,105.3633,9949.041,9695.38,1100.0834,501.75052,13.437491,12.9924,0.0,-3.1798425,3.0,29.60968,30.074839,36.374954,19.874975,1.056,0.0,-19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9580078,0.94140625,54.59137,3.3339128,50.722034,51.57551,0.0,103.999954,11.9140625,1.0,103.746414,80.96067,470.625,545.25,-6.5137553,41.28125,0.0,41.75,7.469206,49.99997,21.466064,1.0,45.23,0.0,0.0,-70.4895,99.998474,29.508972,3.671875,45.2,45.27,45.35,45.1,0
150334.11,-0.002781009,0.18156712,0.18680623,0.18422504,101.59883,18.796984,13.96114,-7.196291,97.301956,28.424677,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,457.125,217.5,2082.0,0.0,-9.296875,0.08807373,105.338425,9819.026,9758.0,1100.0834,501.75052,16.998215,12.568505,0.0,-3.0335152,3.0,31.82373,30.074873,36.374954,19.499975,1.056,0.0,-19.414062,0.0,0.0,0.0,0.0,0.0,0.0,0.9658203,0.9433594,54.562378,3.271239,51.995583,51.496857,0.0,103.999954,11.9140625,1.0,103.962,80.96067,470.625,545.25,-6.3047543,44.21875,0.0,41.78125,7.469206,49.99997,21.466064,1.0,45.25,0.0,0.0,-70.93201,99.998474,29.066467,3.671875,45.29,45.33,45.0,44.98,0
150334.14,-0.0022248074,0.18512686,0.18073499,0.18464893,101.59883,18.796984,13.973969,-7.4063067,97.31342,28.44168,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.375,217.875,2083.0,0.0,-9.1953125,0.087768555,105.338425,9819.026,9554.222,1100.0834,501.75052,14.00975,12.5897,0.0,-2.5195613,3.0,29.904175,30.074903,36.374954,19.874975,1.12,0.0,-19.382812,0.0,0.0,0.0,0.0,0.0,0.0,0.9794922,0.9433594,54.518127,3.4617424,50.547966,51.346523,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-5.9813037,42.21875,0.0,41.8125,7.469206,49.99997,21.23413,1.0,45.33,0.0,0.0,-71.09985,99.998474,28.89862,3.671875,45.44,45.29,45.02,45.17,0
150334.19,-0.0017798459,0.16780075,0.181451,0.18536955,101.59883,18.796984,13.971231,-7.385375,90.0951,26.306707,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,457.125,217.875,2081.0,0.0,-9.1171875,0.087768555,105.338425,9832.824,9750.039,1100.0834,501.75052,15.408606,12.822843,0.0,-2.3618236,3.0,30.83496,30.074932,36.374954,19.874975,1.072,0.0,-19.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.9814453,0.9433594,54.574585,3.3607197,50.692245,51.507103,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-5.7225432,41.78125,0.0,41.8125,7.469206,49.99997,21.759033,1.0,45.35,0.0,0.0,-71.08154,99.998474,28.916931,3.671875,45.27,45.29,45.19,45.12,0
150334.22,-0.0014238767,0.17962031,0.18045363,0.18477608,101.59883,18.796984,13.963455,-7.414532,97.40831,28.442078,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,457.125,217.875,2081.0,0.0,-9.0703125,0.087768555,105.338425,9838.131,9546.262,1100.0834,501.75052,12.653284,12.250584,0.0,-1.8349061,3.0,29.167175,30.074957,36.374954,19.874975,1.072,0.0,-19.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.98535156,0.9453125,54.493713,3.5243788,50.49127,51.387436,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-5.359285,41.625,0.0,41.8125,7.469206,49.99997,21.191406,1.0,45.42,0.0,0.0,-71.08154,99.998474,28.916931,3.671875,45.4,45.44,45.33,45.2,0
150334.27,-0.0011391015,0.18434814,0.18024535,0.18528478,101.59883,18.796984,13.969731,-7.4206214,97.344795,28.423532,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.75,217.875,2081.0,0.0,-9.109375,0.087768555,105.338425,9825.395,9742.079,1100.0834,501.75052,13.395102,13.0559845,0.0,-1.6641128,3.0,29.666138,30.07498,36.374954,19.874975,1.084,0.0,-19.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.98339844,0.9453125,54.563904,3.404565,50.449295,51.49001,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-5.068678,41.25,0.0,41.71875,7.469206,49.99997,21.820068,1.0,45.42,0.0,0.0,-71.01135,99.998474,28.987122,3.671875,45.47,45.35,45.1,45.06,0
150334.3,-9.1128115E-4,0.18623926,0.18685047,0.18452175,101.59883,18.796984,13.968265,-7.2300024,97.35479,28.508411,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.75,217.5,2087.0,0.0,-9.3359375,0.08746338,105.338425,9711.301,9804.698,1100.0834,501.75052,17.29494,12.568505,0.0,-1.515497,3.0,32.051086,30.075,36.374954,19.499975,1.104,0.0,-19.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.9824219,0.9453125,54.54712,3.3206956,51.76321,51.316166,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-4.8361926,44.15625,0.0,41.8125,7.469206,49.99997,21.5271,1.0,45.57,0.0,0.0,-71.01135,99.998474,28.987122,3.671875,45.56,45.53,45.17,45.23,0
150334.36,-7.2902493E-4,0.1682457,0.18386458,0.18469131,101.59883,18.796984,13.967238,-7.317294,90.10751,26.398832,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.75,217.875,2088.0,0.0,-9.375,0.08746338,105.338425,9804.168,9618.964,1100.0834,501.75052,13.861386,12.568505,0.0,-0.9975922,3.0,29.98352,30.075018,36.374954,19.874975,1.104,0.0,-19.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.98535156,0.9453125,54.522705,3.496362,51.16152,51.292194,0.0,103.999954,11.9140625,1.0,104.05319,80.96067,470.625,545.25,-4.493954,43.0,0.0,41.875,7.469206,49.99997,21.350098,1.0,45.44,0.0,0.0,-71.01135,99.998474,28.987122,3.671875,45.44,45.47,45.25,45.35,0
150334.4,-5.8322E-4,0.17979829,0.18595794,0.1879129,101.59883,18.796984,13.96652,-7.2211413,97.43403,28.517944,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.75,217.875,2086.0,0.0,-9.375,0.08807373,105.3633,9769.674,9947.98,1100.0834,501.75052,16.00206,13.0559845,0.0,-0.8352101,3.0,31.243896,30.075035,36.374954,19.874975,1.092,0.0,-19.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.9824219,0.9472656,54.603577,3.3849533,51.82429,52.184822,0.0,103.999954,12.109375,1.0,104.069786,80.96067,470.625,545.25,-4.2201633,43.8125,0.0,42.875,7.469206,49.99997,22.045898,1.0,45.58,0.0,0.0,-71.11206,99.998474,28.886414,3.671875,45.44,45.44,45.38,45.33,0
150334.44,-4.66576E-4,0.18441932,0.18637575,0.18685319,101.59883,18.796984,13.966017,-7.2463603,97.362076,28.551527,207.639,0.0,6.001,21.201,52.08,0.0,99.248116,0.0,0.0,456.375,217.875,2090.0,0.0,-9.328125,0.08807373,105.3633,9730.404,9760.122,1100.0834,501.75052,16.150423,12.335362,0.0,-0.30353856,3.0,31.369019,30.07505,36.374954,19.874975,1.12,0.0,-19.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.9472656,54.507446,3.5413423,51.65046,51.763683,0.0,103.999954,12.109375,1.0,104.31854,80.96067,470.625,545.25,-3.8448808,44.6875,0.0,42.90625,7.469206,49.99997,21.691895,1.0,45.51,0.0,0.0,-71.91467,99.998474,28.083801,3.671875,45.53,45.63,45.29,45.23,0
