Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_10:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R14 (1).bin]
2251478.2,-1.4654706,0.08034429,0.1720968,0.17066036,101.48975,18.043613,13.96618,-7.947877,62.03738,18.453663,65.92,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.75,218.25,2120.0,0.0,-9.375,0.0826416,105.355,9120.662,8861.694,1100.0834,502.81186,10.830533,11.996246,0.0,-3.0043402,3.0,27.145386,34.58383,26.999966,20.249973,1.096,0.0,-15.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.99609375,1.0,54.55475,0.7812499,46.705902,46.449852,0.0,109.00002,10.449219,1.0,107.16261,80.86946,471.0,545.25,-3.7855902,36.5,0.0,34.65625,7.0023804,70.999954,25.964355,1.0,46.32,0.0,0.0,-78.33862,99.998474,21.659851,3.696289,46.48,46.05,46.54,45.61,0
2251478.2,-1.4923766,0.05088772,0.17072171,0.17074513,101.48988,18.043764,13.954061,-7.990065,47.981834,14.272695,65.96,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.75,218.25,2120.0,0.0,-9.375,0.0826416,105.355,8883.452,8756.621,1100.0834,502.81186,12.165804,11.847882,0.0,-3.0284724,3.0,27.690125,34.584095,26.999966,20.249973,1.104,0.0,-15.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.9951172,1.0,54.544067,0.7812499,46.415234,46.44227,0.0,109.00002,10.449219,1.0,106.85581,80.86946,471.0,545.25,-3.8097222,35.9375,0.0,34.65625,7.0023804,70.999954,25.476074,1.0,46.39,0.0,0.0,-77.82898,99.998474,22.169495,3.696289,46.48,45.88,46.27,45.76,0
2251478.2,-1.5339013,0.039105088,0.17042208,0.1713386,101.48917,18.0439,13.951436,-8.004627,47.929306,14.236894,66.0,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.75,218.25,2117.0,0.0,-9.375,0.0826416,105.34671,8689.757,8848.428,1100.0834,502.54654,14.582009,12.10222,0.0,-3.0477781,3.0,28.9505,34.58433,27.374966,20.249973,1.104,0.0,-15.0546875,0.0,0.0,0.0,0.0,0.0,0.0,1.0048828,1.0,54.537964,0.7812499,46.31414,46.469704,0.0,109.00002,10.449219,1.0,106.83923,80.86117,471.0,545.25,-3.829028,35.5,0.0,34.625,7.0023804,70.999954,25.592041,1.0,46.31,0.0,0.0,-77.58789,99.998474,22.410583,3.696289,46.64,45.8,46.35,45.6,0
2251478.2,-1.587121,0.015642036,0.173119,0.17095709,101.488525,18.044022,13.961318,-7.9267864,13.808018,4.0995884,66.041,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.375,218.25,2116.0,0.0,-9.375,0.0826416,105.34671,8501.898,8972.6045,1100.0834,502.54654,20.664911,12.229388,0.0,-3.0632224,3.0,32.458496,34.584545,26.624966,20.249973,1.12,0.0,-15.1171875,0.0,0.0,0.0,0.0,0.0,0.0,1.015625,1.0,54.563904,0.7812499,46.850048,46.444706,0.0,109.00002,10.449219,1.0,106.73973,80.86117,471.0,545.25,-3.8444724,36.90625,0.0,34.71875,7.469206,70.999954,25.598145,1.0,46.31,0.0,0.0,-77.420044,99.998474,22.57843,3.696289,46.52,45.88,46.49,45.53,0
2251478.2,-1.6096969,0.0062568146,0.17366043,0.16964303,101.487946,18.04413,13.968235,-7.8828573,13.761524,4.091577,66.079,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.0,218.25,2119.0,0.0,-9.375,0.08294678,105.34671,8622.892,8949.255,1100.0834,502.54654,20.177431,12.208194,0.0,-3.0755782,3.0,32.164,34.584736,26.624966,20.249973,1.16,0.0,-15.359375,0.0,0.0,0.0,0.0,0.0,0.0,1.0087891,1.0,54.570007,0.7812499,47.152267,46.35361,0.0,109.00002,10.3515625,1.0,106.69828,80.86117,471.0,545.25,-3.856828,37.0625,0.0,34.21875,7.469206,70.999954,25.524902,1.0,46.23,0.0,0.0,-77.38037,99.998474,22.618103,3.696289,46.69,45.99,46.25,45.47,0
2251478.2,-1.6077576,0.002502726,0.17548506,0.16951586,101.48826,18.04423,13.961358,-7.880535,13.829415,4.115643,66.12,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.0,218.25,2121.0,0.0,-9.4296875,0.08294678,105.355,8666.407,8991.709,1100.0834,502.81186,21.80943,12.420141,0.0,-2.9292126,3.0,33.174133,34.584908,26.624966,20.249973,1.16,0.0,-15.1796875,0.0,0.0,0.0,0.0,0.0,0.0,0.9980469,1.0,54.582214,0.7812499,47.168587,45.98294,0.0,109.00002,10.3515625,1.0,106.54073,80.86946,471.0,545.625,-3.7104623,37.78125,0.0,34.25,7.469206,70.999954,25.274658,1.0,46.17,0.0,0.0,-76.96838,99.998474,23.03009,3.696289,46.43,45.8,46.16,45.65,0
2251478.5,-1.6062062,0.0010010904,0.1744526,0.1668877,101.48854,18.044317,13.968263,-7.916386,13.788469,4.0995884,66.16,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.0,217.875,2119.0,0.0,-9.7890625,0.08227539,105.33013,8727.435,8971.013,1100.0834,502.81186,21.936598,12.229388,0.0,-2.96837,3.0,33.23059,34.585064,26.624966,19.874975,1.164,0.0,-14.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.9921875,1.0,54.566956,0.7812499,46.921753,45.41351,0.0,109.00002,10.15625,1.0,106.51586,80.86946,471.0,546.0,-3.74962,37.40625,0.0,33.21875,7.469206,70.999954,25.238037,1.0,46.31,0.0,0.0,-76.87378,99.998474,23.124695,3.696289,46.58,45.84,46.24,45.53,0
2251478.5,-1.624965,4.0043617E-4,0.17254932,0.15879127,101.48796,18.044397,13.949658,-8.047828,13.768495,4.0955815,66.199,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.375,218.25,2120.0,0.0,-9.8125,0.081604004,105.29697,8798.014,8882.921,1100.0834,502.81186,20.241016,11.953856,0.0,-3.1559463,3.0,32.209778,34.585205,27.374966,20.249973,1.148,0.0,-14.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.9902344,1.0,54.560852,0.7812499,46.01516,43.322018,0.0,109.00002,9.5703125,1.0,106.51586,80.86117,471.0,546.0,-3.937196,36.65625,0.0,30.21875,7.0023804,70.999954,24.627686,1.0,46.25,0.0,0.0,-76.87073,99.998474,23.127747,3.696289,46.54,45.84,46.34,45.5,0
2251478.5,-1.659972,1.6017447E-4,0.16669592,0.15917279,101.48744,18.04447,13.960073,-8.270548,13.732614,4.084908,66.241,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.375,218.25,2120.0,0.0,-9.9296875,0.081604004,105.29697,8858.51,8672.775,1100.0834,502.81186,16.192812,11.445182,0.0,-3.306007,3.0,29.722595,34.58533,28.499964,20.249973,1.124,0.0,-13.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.9863281,1.0,54.49066,0.7812499,44.479458,43.018066,0.0,109.00002,9.5703125,1.0,106.51586,80.86117,471.0,546.0,-4.087257,34.1875,0.0,30.125,6.535555,70.999954,24.560547,1.0,46.13,0.0,0.0,-76.89209,99.998474,23.106384,3.696289,46.58,45.78,46.25,45.42,0
2251478.5,-1.6679776,0.01881407,0.16345422,0.15039816,101.48697,18.044535,13.973223,-8.451158,47.803062,14.18598,66.28,0.0,4.081,23.561,39.48,0.0,99.248116,0.0,0.0,456.375,218.625,2115.0,0.0,-9.8984375,0.080322266,105.247215,8905.74,8519.411,1100.0834,502.81186,12.5897,11.360402,0.0,-3.4260554,3.0,27.554321,34.585445,29.249962,20.624973,1.124,0.0,-12.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0,54.463196,0.7812499,43.234062,40.65609,0.0,109.00002,8.691406,1.0,106.44122,80.86117,471.0,546.0,-4.2073054,32.9375,0.0,25.4375,6.535555,70.999954,24.523926,1.0,46.07,0.0,0.0,-76.79443,99.998474,23.20404,3.696289,46.45,45.76,46.27,45.29,0
