Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_10:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R14 (1).bin]
2251292.0,-0.6385515,3.8043506,0.55520904,0.56297576,101.92159,17.293226,13.956511,2.4475148,238.39912,98.10925,25.6,0.0,5.524,22.725,29.8,0.0,96.77516,0.0,0.0,445.125,209.25,2933.0,0.0,-14.515625,0.2892456,135.98474,18992.756,18504.008,1100.0834,520.0587,44.46665,43.25855,0.0,3.6436057,1.0,60.74066,32.22617,10.874986,11.249986,2.66,0.0,-24.273438,0.33770752,0.0,0.0,0.0,0.0,0.0,0.9501953,0.9394531,58.425903,0.7812499,118.792046,120.15303,0.0,109.00002,34.765625,1.0,121.88876,123.01644,490.875,550.5,2.862356,191.0625,0.0,192.75,37.812855,64.99997,69.48242,1.0,24.56,101.3125,-1.4038086,-0.08239746,72.613525,66.960144,2.6953125,24.16,25.31,23.57,22.64,0
2251292.2,-0.8108412,3.6967406,0.55114186,0.5631029,101.92165,17.293226,13.941432,2.5741305,233.50423,98.48656,25.6,0.0,5.524,22.725,29.8,0.0,96.81862,0.0,0.0,444.75,209.625,3006.0,0.0,-15.640625,0.30212402,138.45569,18787.387,18450.94,1100.0834,524.8348,44.16992,42.855846,0.0,3.6961346,1.0,60.684204,32.161446,10.499987,11.624985,2.676,0.0,-24.960938,0.33709717,0.0,0.0,0.0,0.0,0.0,0.9511719,0.9394531,58.58307,0.7812499,119.664856,121.84064,0.0,109.00002,34.960938,1.0,122.60186,125.0645,492.375,551.625,2.9148848,190.15625,0.0,193.09375,38.746506,64.99997,70.74585,1.0,23.87,101.125,-1.373291,-0.024414062,73.69995,68.19,2.680664,24.94,23.9,23.91,23.12,0
2251292.2,-0.968673,3.6161962,0.5495584,0.55975413,101.92171,17.293226,13.954315,2.668298,231.60915,99.40962,25.6,0.0,5.524,22.725,29.8,0.0,96.85339,0.0,0.0,444.75,210.0,3059.0,0.0,-16.726562,0.30651855,139.50044,18736.441,18441.918,1100.0834,524.8348,42.749874,42.792263,0.0,3.7381577,1.0,59.831238,32.103195,10.874986,11.999985,2.676,0.0,-25.695312,0.33953857,0.0,0.0,0.0,0.0,0.0,0.9482422,0.9394531,58.92334,0.7812499,120.313995,122.279366,0.0,109.00002,34.765625,1.0,123.20715,125.702965,493.5,552.75,2.956908,188.28125,0.0,191.125,39.680157,64.99997,71.899414,0.0,24.89,101.875,-1.3183594,-0.009155273,73.828125,68.40668,2.6708984,25.18,26.25,24.61,23.93,0
2251292.2,-1.0349383,3.6214786,0.54791504,0.5611954,101.92175,17.293226,13.939896,2.7673876,233.4261,103.10445,25.6,0.0,5.524,22.725,29.8,0.0,96.88121,0.0,0.0,444.75,210.375,3148.0,0.0,-17.328125,0.31652832,141.31633,18558.137,18439.797,1100.0834,524.8348,43.428104,42.792263,0.0,3.7717762,1.0,59.43451,32.05077,11.249986,12.374984,2.656,0.0,-25.65625,0.34881592,0.0,0.0,0.0,0.0,0.0,0.9482422,0.9394531,59.01947,0.7812499,120.997055,123.54452,0.0,109.00002,34.960938,1.0,123.88707,127.56861,493.875,553.5,2.9905264,186.9375,0.0,191.71875,40.613808,64.99997,73.33374,0.0,26.88,104.65625,-1.260376,0.18005371,73.809814,68.818665,2.6708984,25.79,26.55,25.07,23.66,0
2251292.2,-1.1879506,3.5298417,0.5210327,0.5720047,101.92263,17.293226,13.923943,3.1123407,228.41049,103.38884,25.6,0.0,5.524,22.725,29.8,0.0,96.90346,0.0,0.0,444.75,210.375,3226.0,0.0,-15.5390625,0.37286377,150.28801,18480.127,18433.428,1100.0834,525.3654,41.986862,40.418446,0.0,3.7986712,1.0,58.068848,32.003586,13.124983,12.374984,2.628,0.0,-23.203125,0.30511475,0.0,0.0,0.0,0.0,0.0,0.9453125,0.9394531,58.976746,0.7812499,123.375656,134.47018,0.0,109.00002,36.035156,0.0,124.49237,142.39426,495.0,551.625,3.0174212,190.9375,0.0,197.40625,52.751266,64.99997,73.187256,0.0,25.73,91.53125,-0.88500977,11.047363,77.68555,86.88507,2.7148438,26.49,26.55,25.34,24.08,0
2251292.2,-1.3703604,3.4556866,0.5447325,0.57488716,101.923416,17.293226,13.918634,3.2231994,226.47914,103.88106,25.6,0.0,5.524,22.725,29.8,0.0,96.921265,0.0,0.0,444.375,210.375,3269.0,0.0,-7.359375,0.36883545,149.2018,18768.281,18427.06,1100.0834,525.3654,38.765255,42.38956,0.0,3.820187,1.0,56.044006,31.961123,12.374984,12.374984,2.672,0.0,-20.148438,0.3272705,0.0,0.0,0.0,0.0,0.0,0.94921875,0.9394531,59.16748,0.7812499,124.14058,130.90105,0.0,109.00002,36.23047,0.0,124.882095,137.2285,496.125,543.375,3.038937,184.15625,0.0,199.40625,70.49063,64.99997,74.76196,0.0,26.82,98.1875,-0.5767822,16.96167,75.59204,91.30707,2.9541016,27.23,26.55,25.83,24.88,0
2251292.2,-1.4762883,3.5197747,0.55836636,0.5713689,101.923294,17.293226,13.920778,3.3315136,231.59457,107.26725,25.6,0.0,5.524,22.725,29.8,0.0,96.9355,0.0,0.0,446.25,210.0,3301.0,0.0,-3.265625,0.34527588,146.73085,18753.424,18430.244,1100.0834,525.3654,38.553307,43.470497,0.0,3.9936495,1.0,55.50537,31.922905,11.999985,11.999985,2.576,0.0,-18.632812,0.36114502,0.0,0.0,0.0,0.0,0.0,0.9472656,0.9394531,59.425354,0.7812499,124.887054,127.41522,0.0,109.00002,36.035156,0.0,125.59518,133.72108,496.5,539.25,3.2123997,191.375,0.0,197.375,75.62571,64.99997,76.59302,0.0,27.01,108.34375,-0.3112793,11.04126,70.55054,79.70734,3.1591797,27.35,26.99,26.44,25.46,0
2251292.5,-1.4610306,3.67666,0.5689955,0.57208943,101.92319,17.293226,13.933998,3.6078618,238.53717,112.02244,25.6,0.0,5.524,22.725,29.8,0.0,96.9469,0.0,0.0,444.0,209.625,3347.0,0.0,-2.9296875,0.3435669,147.35274,18279.533,18436.611,1100.0834,525.3654,45.166077,44.23351,0.0,4.1324196,1.0,58.828735,31.88851,11.624985,11.624985,2.716,0.0,-18.609375,0.37579346,0.0,0.0,0.0,0.0,0.0,0.9433594,0.9394531,59.591675,0.7812499,126.79179,127.394615,0.0,109.00002,36.035156,0.0,127.38619,133.44746,498.75,538.875,3.3511698,194.40625,0.0,196.53125,77.026184,64.99997,79.42505,0.0,27.32,112.75,-0.13427734,6.387329,68.96362,73.265076,3.071289,28.04,28.09,27.14,26.09,0
2251292.5,-1.4488245,3.795664,0.5854342,0.57929575,101.92309,17.293226,13.937392,3.7092848,241.43654,115.077866,25.6,0.0,5.524,22.725,29.8,0.0,96.95601,0.0,0.0,442.875,209.625,3397.0,0.0,-3.6953125,0.34405518,148.14874,18011.543,18442.98,1100.0834,525.3654,51.058228,45.31444,0.0,4.087186,1.0,61.627197,31.857553,11.999985,11.624985,2.792,0.0,-18.71875,0.39892578,0.0,0.0,0.0,0.0,0.0,0.94433594,0.9394531,59.735107,0.7812499,127.49078,126.358986,0.0,109.00002,36.42578,0.0,128.23196,132.12907,499.5,539.625,3.3059359,197.4375,0.0,198.59375,77.49301,64.99997,81.427,0.0,28.15,119.6875,0.0,4.4525146,66.92505,69.114685,2.8759766,28.33,28.07,27.98,26.48,0
2251292.5,-1.4790597,3.8245158,0.6350941,0.58243257,101.92383,17.293226,13.904612,3.888651,240.51447,117.473114,25.6,0.0,5.524,22.725,29.8,0.0,96.9633,0.0,0.0,439.5,210.75,3481.0,0.0,-4.875,0.31469727,145.23833,17986.602,18449.348,1100.0834,525.3654,57.37427,49.002335,0.0,4.2072487,1.0,64.338684,31.754505,12.749984,12.749984,2.964,0.0,-19.320312,0.46759033,0.0,0.0,0.0,0.0,0.0,0.9482422,0.9394531,60.35919,0.7812499,128.72787,119.601654,0.0,109.00002,36.523438,0.0,129.5006,123.39786,501.0,540.75,3.4259987,219.875,0.0,199.15625,76.09254,64.99997,85.302734,0.0,28.64,140.28125,0.033569336,-0.6652832,54.3396,51.17035,2.6879883,29.42,28.74,28.25,27.22,0
