Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_8_10:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R14 (1).bin]
2250634.2,-0.16299176,2.124991,0.5349876,0.537881,101.81453,17.293243,13.893239,2.6465971,286.79367,208.0431,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,441.0,214.875,5170.0,0.0,-19.007812,0.34979248,161.89647,18179.236,18211.607,1100.0834,500.42383,33.360584,40.16411,0.0,6.199303,3.0,42.099,22.64688,16.874979,16.874979,2.496,0.0,-18.375,0.7359009,0.0,0.0,0.0,0.0,0.0,0.96875,0.96484375,60.99701,0.0,120.057236,120.6794,0.0,99.98355,37.79297,0.0,140.07257,124.30995,518.625,555.0,6.199303,166.71875,0.0,166.875,28.476347,34.999985,98.498535,0.0,71.53,220.78125,-2.822876,-3.5125732,36.553955,30.218506,1.5380859,71.78,71.66,71.18,71.11,0
2250634.2,-0.1703934,1.8999965,0.54299366,0.54864806,101.814514,17.293243,13.885424,2.8684685,267.20166,191.80634,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,441.0,214.875,5116.0,0.0,-19.164062,0.36749268,164.51666,18327.293,18328.885,1100.0834,500.42383,33.572533,41.117874,0.0,6.2094426,3.0,42.48047,22.63783,16.874979,-13.874982,2.516,0.0,-18.289062,0.7268677,0.0,0.0,0.0,0.0,0.0,0.9716797,0.96972656,61.062622,0.0,121.586555,122.79661,0.0,99.98519,38.476562,0.0,139.74919,126.92185,518.625,555.375,6.2094426,167.375,0.0,171.0,29.409998,34.999985,98.73657,0.0,71.76,218.0625,-3.0151367,-3.7017822,41.558838,34.84192,1.6015625,72.41,72.51,71.18,71.2,0
2250634.2,-0.15631473,1.7912486,0.5759962,0.57327634,101.8145,17.293243,13.920968,3.3415627,266.02887,176.63094,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,0.0,185.25,4732.0,0.0,-20.226562,0.4005127,166.54814,19757.986,18771.467,1100.0834,499.89316,0.0,41.117874,0.0,4.967554,3.0,0.0,22.629686,16.124979,-12.749984,0.0,0.0,-18.648438,0.6430054,0.0,0.0,0.0,0.0,0.0,0.9716797,1.0,52.900696,0.0,124.84753,124.35027,0.0,99.98667,38.476562,0.0,141.1505,129.15233,720.0,555.75,4.967554,-29.78125,0.0,176.5625,30.343649,34.999985,99.67041,0.0,72.19,192.90625,-3.2806396,-9.829712,54.974365,41.55426,1.7480469,72.53,72.51,71.87,71.58,0
2250634.2,-0.14505178,1.8414994,0.59197754,0.568444,101.81449,17.293243,13.916553,3.285079,278.88144,166.65582,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,451.5,180.0,4259.0,0.0,-20.515625,0.38311768,161.99597,17650.686,19018.76,1100.0834,499.89316,51.86363,43.173767,0.0,3.9740434,3.0,54.804993,22.622356,15.74998,-17.999977,2.348,0.0,-18.890625,0.541626,0.0,0.0,0.0,0.0,0.0,1.5654297,0.9248047,59.684753,0.0,124.45818,120.00326,0.0,99.988,38.476562,0.0,140.29645,124.02803,514.875,556.5,3.9740434,62.65625,0.0,180.4375,28.476347,34.999985,95.72754,0.0,72.77,162.5,-3.6132812,-9.881592,60.21118,45.70465,1.8994141,72.8,72.89,71.96,71.98,0
2250634.2,-0.15604141,1.9365999,0.5883234,0.5545826,101.81448,17.293243,13.919321,2.6221857,288.84988,158.833,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,445.125,180.0,3919.0,0.0,-13.4453125,0.3078003,150.31288,18775.182,18880.785,1100.0834,499.89316,39.27393,43.915585,0.0,3.1792347,3.0,50.680542,22.61576,15.37498,-18.374977,2.692,0.0,-19.15625,0.53582764,0.0,0.0,0.0,0.0,0.0,1.9999695,0.9394531,59.561157,0.0,119.88892,113.65637,0.0,99.9892,38.476562,0.0,141.74751,116.781044,512.25,551.25,3.1792347,47.53125,0.0,182.46875,24.741743,34.999985,94.31152,0.0,73.0,160.75,-3.2531738,-67.98706,45.825195,0.0,1.9458008,73.1,73.08,72.32,72.02,0
2250634.5,-0.14483313,2.01214,0.5777674,0.5529717,101.814476,17.293243,13.9154,2.271663,294.4914,150.86125,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,445.875,189.75,3651.0,0.0,-9.3125,0.22949219,141.3495,18544.338,18715.215,1100.0834,499.89316,39.67663,42.72868,0.0,2.543388,3.0,53.28827,22.609825,14.624981,-5.9999924,2.704,0.0,-20.203125,0.55218506,0.0,0.0,0.0,0.0,0.0,1.1191406,0.9394531,58.840942,0.0,117.4728,113.18009,0.0,99.99027,38.476562,0.0,145.52026,116.39133,509.25,546.0,2.543388,122.09375,0.0,184.6875,22.407618,34.999985,96.63086,0.0,73.48,165.65625,-2.0324707,-83.5083,26.483154,0.0,1.7895508,73.46,73.37,72.53,72.72,0
2250634.5,-0.13586651,2.042356,0.5581466,0.559203,101.81447,17.293243,13.912655,1.6369277,295.27716,145.67062,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,446.25,199.5,3516.0,0.0,-7.3046875,0.19140625,136.03448,18593.691,18552.828,1100.0834,499.89316,36.370243,41.520576,0.0,2.0347104,3.0,52.8656,22.604483,14.249982,4.874994,2.68,0.0,-20.507812,0.56811523,0.0,0.0,0.0,0.0,0.0,0.9609375,0.9394531,58.3313,0.0,113.09763,113.27678,0.0,99.99124,39.257812,0.0,147.05423,115.63678,505.5,543.375,2.0347104,167.6875,0.0,189.4375,20.540316,34.999985,96.38672,0.0,73.54,170.4375,-0.8117676,-89.364624,20.458984,0.0,1.5600586,73.79,73.63,72.82,72.77,0
2250634.5,-0.12869321,2.0169425,0.5491818,0.5743362,101.81446,17.293243,13.910733,1.4135611,291.3001,142.60503,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,447.0,211.5,3489.0,0.0,-5.9453125,0.19244385,134.75755,18493.395,18425.469,1100.0834,499.89316,34.823025,40.799953,0.0,1.6277684,3.0,52.33307,22.599674,13.874982,13.499983,2.572,0.0,-21.21875,0.5856323,0.0,0.0,0.0,0.0,0.0,0.95703125,0.9394531,58.169556,0.0,111.55798,115.719925,0.0,99.99211,40.13672,0.0,145.8851,117.983345,501.375,541.875,1.6277684,188.6875,0.0,194.65625,20.540316,34.999985,94.903564,0.0,73.67,175.6875,0.0,-86.29761,18.774414,0.0,1.3037109,74.03,73.94,73.26,73.0,0
2250634.5,-0.10295457,1.9505271,0.5631015,0.57488716,101.81445,17.293243,13.89767,1.7440431,285.04694,138.90388,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,448.125,212.25,3473.0,0.0,-5.34375,0.19232178,134.35956,18249.814,18574.586,1100.0834,499.89316,41.075485,41.965668,0.0,1.3022147,3.0,55.480957,22.595346,14.249982,14.249982,2.528,0.0,-20.585938,0.5871582,0.0,0.0,0.0,0.0,0.0,0.9589844,0.9394531,58.302307,0.0,113.83595,115.77362,0.0,99.9929,40.13672,0.0,142.8669,118.24868,501.0,541.5,1.3022147,194.65625,0.0,195.3125,21.473967,34.999985,92.40112,0.0,74.14,176.15625,0.0,-77.526855,18.60962,0.0,1.0717773,74.09,74.14,73.29,73.27,0
2250634.5,-0.12236366,1.9052109,0.5707542,0.5769219,101.814445,17.293243,13.906103,1.8331766,283.069,137.34427,66.601,0.0,4.079,16.718,28.49,0.0,96.99251,0.0,0.0,447.0,212.25,3458.0,0.0,-5.4296875,0.19580078,135.35457,18339.498,18646.758,1100.0834,499.89316,42.749874,42.792263,0.0,1.1980218,3.0,56.35681,22.591452,14.249982,14.249982,2.576,0.0,-19.578125,0.5824585,0.0,0.0,0.0,0.0,0.0,0.97753906,0.9394531,58.374023,0.0,114.45033,115.49164,0.0,99.99361,40.33203,0.0,139.86528,118.34818,501.0,541.5,1.1980218,198.8125,0.0,197.03125,22.407618,34.999985,89.19678,0.0,74.34,174.75,0.0,-70.12634,19.433594,0.0,0.76904297,74.35,74.41,73.67,73.54,0
