path,size_mb,n_cols,tune,has_ign,has_airmass,has_cams,has_vls,has_pedal,sha256,status,reason,n_unique_samples
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog1.csv,5.648,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog2.csv,2.141,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog3.csv,2.724,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog4.csv,6.667,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog5.csv,4.371,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog6.csv,6.912,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/datalog7.csv,4.387,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/log06_1.csv,2.366,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/log06_2.csv,2.378,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20250816 Pacific/log06_3.csv,2.17,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog1.csv,3.729,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog2.csv,10.611,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog3.csv,1.037,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog4.csv,2.589,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog5.csv,6.137,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog6.csv,3.631,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog7.csv,1.25,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/datalog8.csv,9.995,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/log06_1.csv,2.383,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20251108 Pacific/log06_2.csv,1.249,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20260404 Ridge/datalog15.csv,6.702,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20260404 Ridge/datalog16.csv,6.271,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20260404 Ridge/datalog17.csv,7.525,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20260404 Ridge/datalog18.csv,7.185,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/Documents/Cars/GTI/Cobb/Logs/Track/20260404 Ridge/datalog19.csv,4.684,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
/Users/sam/SimosTools/References/20220522_EQTS2_3Gear1.csv,0.113,47,EQT - Stage 2 91 v2.52 - LC TC,True,True,True,True,True,547e67656759d303a1e5c2035f0cf6399df33446ef2b92ec994d93dd313b1101,EXCLUDED,byte-identical duplicate of /Users/sam/Documents/Cars/GTI/Cobb/Logs/20220522_EQTS2_3Gear1.csv,
/Users/sam/SimosTools/References/20250816_Pacific_Track_Log6.csv,2.366,41,EQT - Stage 2 91 v2.52 - LC TC,True,False,False,False,True,,EXCLUDED,missing channel(s): Air Mass IM Per Stroke (mg/stk); Intake Cam Position (Degrees); Valve Lift State  (-),
