Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_7_12:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R08.bin]
10167.568,-0.3237569,2.140073,0.33411163,0.33627635,101.63024,21.804527,13.742623,-2.301777,180.77977,36.298,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,446.625,210.375,1431.0,0.0,-9.7421875,0.099243164,106.59877,12237.83,12277.101,1100.0834,513.6906,32.470406,26.217943,0.0,1.1626437,1.0,47.842407,39.828476,10.124987,12.374984,2.08,0.0,-21.320312,0.012145996,0.0,0.0,0.0,0.0,0.0,0.92285156,0.8876953,55.673218,0.7811003,85.76434,87.01683,0.0,108.999954,25.683594,1.0,103.52253,86.80636,464.25,545.625,0.3815434,110.375,0.0,104.84375,11.203809,68.999954,23.461914,1.0,11.42,3.65625,0.0,-53.14026,95.806885,42.643738,3.6816406,11.73,11.55,11.63,11.01,0
10167.603,-0.3590055,2.1685293,0.33519357,0.3365731,101.62959,21.804527,13.721398,-2.2284594,182.13962,37.286613,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,446.625,210.75,1459.0,0.0,-9.890625,0.09967041,106.723145,12420.382,12506.351,1100.0834,513.6906,33.360584,26.217943,0.0,1.5551298,1.0,48.773193,39.83059,10.499987,12.749984,1.992,0.0,-22.023438,0.016418457,0.0,0.0,0.0,0.0,0.0,0.9248047,0.88964844,55.722046,0.78114516,86.269066,87.23763,0.0,108.999954,25.683594,1.0,103.73813,86.97219,464.25,546.0,0.7739847,110.71875,0.0,105.03125,11.670634,68.999954,24.279785,1.0,11.8,4.9375,0.0,-53.52173,94.34204,40.785217,3.6865234,11.88,11.9,11.74,11.45,0
10167.643,-0.3272044,2.1799116,0.33682394,0.3410664,101.628174,21.804527,13.659666,-2.1581256,182.14445,37.952084,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,446.625,210.75,1485.0,0.0,-10.421875,0.100097656,106.85581,12739.847,12746.215,1100.0834,513.6906,31.728586,26.133165,0.0,1.8691144,1.0,48.3078,39.90768,10.874986,12.749984,1.992,0.0,-22.875,0.022705078,0.0,0.0,0.0,0.0,0.0,0.9296875,0.89160156,55.73578,0.7811766,86.75245,88.18715,0.0,108.999954,25.878906,1.0,103.87908,87.536026,464.25,546.375,1.0879377,112.78125,0.0,106.5,11.670634,68.999954,24.53003,1.0,12.17,6.8125,0.0,-53.38745,92.1936,38.764954,3.6865234,12.3,12.02,12.18,11.66,0
10167.683,-0.32176355,2.1844647,0.3378853,0.3436946,101.6269,21.804527,13.651609,-2.0614588,182.18785,38.65133,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,445.5,211.125,1512.0,0.0,-10.109375,0.10064697,107.046524,12941.502,12986.078,1100.0834,513.6906,32.68235,26.366306,0.0,2.2765489,1.0,49.18213,39.977062,10.874986,13.124983,1.976,0.0,-23.671875,0.027770996,0.0,0.0,0.0,0.0,0.0,0.93652344,0.8925781,55.82733,0.7811986,87.41749,88.36462,0.0,108.999954,25.976562,1.0,104.111244,87.69357,463.5,546.0,1.4953501,112.15625,0.0,107.6875,12.13746,68.999954,25.158691,1.0,12.42,8.34375,0.0,-52.737427,90.47241,37.68158,3.6865234,12.52,12.46,12.44,11.99,0
10167.724,-0.33741087,2.186286,0.33846238,0.34297392,101.62659,21.804527,13.657689,-1.980163,182.26888,39.41018,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,445.5,211.125,1541.0,0.0,-9.8359375,0.10040283,107.17919,13292.807,13230.1875,1100.0834,513.6906,30.711237,26.345112,0.0,2.758744,1.0,48.468018,40.039505,10.874986,13.124983,1.976,0.0,-24.335938,0.03173828,0.0,0.0,0.0,0.0,0.0,0.9404297,0.8935547,55.83496,0.781214,87.97754,88.76099,0.0,108.999954,25.878906,1.0,104.31025,88.28229,463.5,546.0,1.97753,111.5625,0.0,107.5,12.604284,68.999954,25.90332,1.0,12.66,9.53125,0.0,-51.889038,89.09912,37.14447,3.6865234,12.85,12.71,12.69,12.45,0
10167.769,-0.3699287,2.2057645,0.33701256,0.340261,101.626305,21.804527,13.667804,-1.9411764,183.49469,40.473362,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,444.75,211.125,1572.0,0.0,-9.6796875,0.10119629,107.33673,13490.747,13478.542,1100.0834,513.6906,31.474249,26.578255,0.0,3.1444986,1.0,49.205017,40.095703,11.249986,13.124983,1.952,0.0,-24.679688,0.03466797,0.0,0.0,0.0,0.0,0.0,0.9433594,0.8955078,55.947876,0.7812248,88.24599,88.921585,0.0,108.999954,25.683594,1.0,104.534134,88.54762,463.5,545.625,2.3632739,110.90625,0.0,106.9375,12.604284,68.999954,26.165771,1.0,12.99,10.40625,0.0,-51.174927,88.134766,36.888123,3.6865234,13.19,13.07,13.08,12.56,0
10167.803,-0.39594296,2.2135558,0.3369833,0.34089687,101.626045,21.804527,13.692463,-1.9421914,183.50076,41.32436,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,444.75,211.5,1605.0,0.0,-10.1171875,0.101745605,107.560616,13785.2705,13732.203,1100.0834,513.6906,30.41451,26.896177,0.0,3.6093514,1.0,48.954773,40.146282,11.249986,13.499983,1.952,0.0,-25.34375,0.040100098,0.0,0.0,0.0,0.0,0.0,0.9423828,0.8964844,55.98297,0.78123236,88.23873,89.19073,0.0,108.999954,25.683594,1.0,104.81604,88.81296,463.5,546.0,2.828119,110.84375,0.0,107.5,12.604284,68.999954,26.757812,1.0,13.3,12.03125,0.0,-51.21765,86.31592,35.020447,3.6865234,13.49,13.4,13.34,12.83,0
10167.843,-0.35675436,2.2166724,0.3384109,0.34670419,101.62664,21.804527,13.721442,-1.8614976,183.47845,42.70952,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,445.125,211.5,1659.0,0.0,-10.1640625,0.10290527,107.718155,14040.523,13991.171,1100.0834,513.6906,32.15248,27.468435,0.0,3.981233,1.0,50.32959,40.191803,11.249986,13.499983,1.924,0.0,-25.914062,0.051330566,0.0,0.0,0.0,0.0,0.0,0.94433594,0.89941406,56.089783,0.78123766,88.79554,90.26652,0.0,108.999954,25.976562,1.0,105.08138,89.58409,464.25,546.375,3.1999953,110.40625,0.0,110.125,13.07111,68.999954,28.033447,1.0,13.56,15.40625,0.0,-50.378418,82.57446,32.099915,3.6816406,13.68,13.57,13.49,13.17,0
10167.883,-0.4054035,2.236669,0.34687877,0.366373,101.627174,21.804527,13.71829,-1.7116667,184.68645,43.768124,315.518,0.0,9.319,31.197,42.436,0.0,97.744385,0.0,0.0,445.125,211.125,1689.0,0.0,-10.1875,0.105407715,107.925446,14313.289,14258.1,1100.0834,513.6906,32.258457,27.892332,0.0,4.2787375,1.0,50.69275,40.232773,11.249986,13.124983,1.924,0.0,-26.492188,0.06781006,0.0,0.0,0.0,0.0,0.0,0.9433594,0.90234375,56.21643,0.78124136,89.82884,91.890114,0.0,108.999954,26.953125,1.0,105.21405,91.20098,464.25,546.375,3.4974964,114.6875,0.0,117.25,14.004761,68.999954,28.588867,1.0,13.97,20.34375,0.0,-46.774292,77.23999,30.345154,3.6816406,14.21,13.85,13.8,13.23,0
10167.923,-0.52432275,2.2071676,0.3610397,0.38328642,101.62683,21.804527,13.686788,-1.3895469,182.11505,43.950874,315.518,0.0,9.319,31.197,42.436,0.0,98.045135,0.0,0.0,445.875,211.5,1720.0,0.0,-9.953125,0.10803223,108.26541,14562.175,14527.681,1100.0834,513.6906,33.106247,29.248796,0.0,4.5167413,1.0,51.306152,40.269646,10.874986,13.499983,1.908,0.0,-27.328125,0.08331299,0.0,0.0,0.0,0.0,0.0,0.9404297,0.90625,56.385803,0.7812439,92.048836,93.9317,0.0,108.999954,27.832031,1.0,105.404755,93.58072,465.375,546.0,3.7354972,119.6875,0.0,123.46875,14.938412,68.999954,30.084229,1.0,14.05,25.0,0.0,-41.326904,72.38159,30.903625,3.6816406,14.36,14.21,13.32,13.98,0
