Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),SimosTools [R2.12:2026_7_15:CB_HSL_SP2933_5G0906259L_0002_BasicsGuide_R11.bin]
367352.2,-0.3829636,0.0499484,0.26917315,0.29842255,101.1656,23.308264,13.700247,-3.733455,102.40869,50.40686,26.88,79.678,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,463.125,219.375,3508.0,0.0,-3.9765625,0.11517334,112.98342,13710.977,13891.405,1100.0834,511.83328,29.630304,21.110003,0.0,6.5929184,4.0,45.39032,39.76709,20.999973,21.374973,1.456,0.0,-31.328125,0.24188232,0.0,0.0,0.0,0.0,0.0,0.9550781,0.9394531,56.71234,3.125239,75.431305,81.22432,0.0,97.99997,20.507812,0.0,100.08145,80.73679,493.875,540.0,3.4676797,78.90625,0.0,93.21875,18.206188,48.999985,31.610107,0.0,111.33,72.5625,0.0,-62.750244,41.38794,0.0,0.63720703,111.26,111.3,110.95,110.48,0
367352.22,-0.4263709,0.07622936,0.30287573,0.32907015,101.16581,23.308264,13.703454,-2.7883825,115.47989,56.9865,26.88,79.718,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,463.125,217.5,3517.0,0.0,-3.96875,0.12219238,114.06964,14411.994,14451.795,1100.0834,511.83328,30.986769,24.034882,0.0,6.836811,4.0,47.08252,39.77534,19.124975,19.499975,1.496,0.0,-31.28125,0.28381348,0.0,0.0,0.0,0.0,0.0,0.96777344,0.9394531,56.855774,3.1251671,81.94579,86.06405,0.0,97.99997,24.609375,0.0,99.0367,86.00205,494.625,540.0,3.711644,88.9375,0.0,117.90625,21.473967,48.999985,34.60083,0.0,111.28,85.15625,0.0,-50.161743,39.434814,0.0,0.6274414,111.47,111.16,110.69,110.57,0
367352.28,-0.44109672,0.10549175,0.333154,0.35662338,101.16599,23.308264,13.69398,-2.1160896,126.51074,62.554207,26.88,79.759,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,462.0,216.375,3524.0,0.0,-3.90625,0.12786865,115.75286,15037.657,15012.185,1100.0834,511.83328,33.530144,27.48963,0.0,7.110057,4.0,49.27368,39.78277,18.374977,18.374977,1.58,0.0,-31.257812,0.32000732,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9394531,56.99768,2.890742,86.58002,89.79012,0.0,97.99997,26.757812,0.0,98.57236,89.5758,495.375,540.0,4.219315,104.6875,0.0,131.25,24.27492,48.999985,35.614014,0.0,111.4,96.0,0.0,-36.63025,37.023926,0.39367676,0.6347656,111.3,111.34,111.03,110.65,0
367352.3,-0.45287737,0.1359467,0.35498184,0.38642326,101.16616,23.308264,13.7049265,-1.6472005,136.13069,67.36817,26.88,79.799,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,459.375,215.625,3527.0,0.0,-3.5546875,0.13311768,117.270256,15621.927,15572.574,1100.0834,511.83328,35.24692,30.244951,0.0,7.6645966,4.0,50.964355,39.78945,17.624977,17.624977,1.72,0.0,-31.148438,0.36120605,0.0,0.0,0.0,0.0,0.0,1.0253906,0.9394531,57.183838,2.7266445,89.81219,93.973366,0.0,97.99997,28.125,0.0,97.93389,94.194305,495.75,539.625,4.937952,113.125,0.0,139.5,30.343649,48.999985,38.458252,0.0,111.44,108.375,0.0,-20.29419,33.258057,12.963867,0.7421875,111.51,111.51,110.69,110.57,0
367352.34,-0.4623019,0.1856287,0.3673652,0.42173374,101.16631,23.308264,13.712589,-1.4177284,152.98325,75.81547,26.88,79.845,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,457.125,215.25,3532.0,0.0,-3.3203125,0.13739014,118.45597,16257.672,16132.964,1100.0834,511.83328,33.212223,30.287342,0.0,8.280888,4.0,50.590515,39.795467,17.624977,17.249977,1.86,0.0,-31.03125,0.40527344,0.0,0.0,0.0,0.0,0.0,1.0214844,0.9394531,57.53174,2.611776,91.394066,98.58554,0.0,97.99997,29.980469,0.0,97.14617,98.96207,496.5,539.25,5.6691117,117.0625,0.0,150.65625,36.412376,48.999985,38.031006,0.0,111.44,121.59375,0.0,-0.41809082,28.771973,28.353882,0.64208984,111.68,111.43,110.95,110.6,0
367352.38,-0.48984155,0.26175147,0.37839982,0.45034665,101.16645,23.308264,13.712093,-1.2024893,174.35718,86.40797,26.88,79.878,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,454.875,215.25,3532.0,0.0,-3.3359375,0.14276123,119.31003,16727.848,16580.32,1100.0834,511.83328,34.27196,32.173676,0.0,8.785408,4.0,51.73645,39.80088,17.249977,17.249977,1.992,0.0,-30.875,0.44073486,0.0,0.0,0.0,0.0,0.0,0.99609375,0.9394531,57.44629,2.5313683,92.87782,102.30845,0.0,97.99997,30.859375,0.0,97.51101,102.63531,497.25,539.25,6.2540393,119.90625,0.0,155.625,42.481106,48.999985,41.35742,0.0,111.72,132.21875,0.0,0.3540039,25.396729,25.750732,0.60058594,111.43,111.68,111.13,110.69,0
367352.44,-0.49187323,0.3484506,0.39173627,0.48866683,101.16657,23.308264,13.741043,-1.0076528,192.6625,95.50675,26.88,79.918,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,453.75,214.875,3533.0,0.0,-3.3359375,0.17358398,121.81413,17081.807,16616.938,1100.0834,511.83328,29.35477,32.131287,0.0,9.197064,4.0,49.194336,39.805756,16.874979,16.874979,2.056,0.0,-29.671875,0.46777344,0.0,0.0,0.0,0.0,0.0,0.99121094,0.9394531,57.64618,2.4750829,94.22093,107.19496,0.0,97.99997,31.738281,0.0,97.68514,108.11616,497.625,539.25,6.7219815,122.03125,0.0,160.90625,49.016663,48.999985,41.07666,0.0,111.61,140.34375,0.0,9.255981,27.844238,37.10022,0.6274414,111.6,111.64,110.74,110.74,0
367352.47,-0.4934986,0.43938026,0.40133297,0.5211796,101.16668,23.308264,13.732011,-0.91151506,209.04976,103.71825,26.88,79.962,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,454.5,214.5,3536.0,0.0,-3.375,0.22851562,127.576904,17018.656,16738.992,1100.0834,511.83328,32.512794,33.191025,0.0,9.532019,4.0,51.24817,39.810143,16.499979,16.499979,2.048,0.0,-28.257812,0.46142578,0.0,0.0,0.0,0.0,0.0,0.9892578,0.9394531,57.836914,2.435683,94.883705,112.12953,0.0,97.99997,33.496094,0.0,97.66856,113.30679,498.0,539.625,7.0963354,127.78125,0.0,171.09375,62.5546,48.999985,42.071533,0.0,111.72,138.4375,0.0,16.07666,37.43286,53.50952,1.6601562,111.91,111.6,111.3,110.92,0
367352.5,-0.47479886,0.49450213,0.41624615,0.55962694,101.16678,23.308264,13.731548,-0.7658282,213.87646,106.112976,26.88,79.998,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,453.375,214.5,3536.0,0.0,-3.8046875,0.28710938,134.38443,17018.656,16973.018,1100.0834,511.83328,33.46656,34.63227,0.0,9.803921,4.0,51.896667,39.81409,16.124979,16.499979,2.104,0.0,-26.257812,0.44537354,0.0,0.0,0.0,0.0,0.0,0.99121094,0.9394531,57.9422,2.408103,95.88801,118.213806,0.0,97.99997,36.035156,0.0,98.34848,121.15909,498.0,540.0,7.395818,129.6875,0.0,185.96875,78.893486,48.999985,43.56079,0.0,111.85,133.625,0.0,23.873901,50.909424,74.783325,2.2192383,111.68,111.95,111.13,110.65,0
367352.53,-0.4798391,0.55405086,0.43353924,0.6121052,101.16686,23.308264,13.742943,-0.55903107,223.84372,111.05814,26.88,80.043,5.36,16.88,24.845,0.0,90.225555,0.0,0.0,452.625,213.375,3536.0,0.0,-5.4921875,0.35516357,144.93153,17088.705,17109.4,1100.0834,511.83328,35.797985,35.713207,0.0,10.024201,4.0,53.372192,39.817642,15.74998,15.37498,2.144,0.0,-24.578125,0.39849854,0.0,0.0,0.0,0.0,0.0,0.97753906,0.9394531,58.189392,2.388797,97.31352,126.83379,0.0,97.99997,39.453125,0.0,99.608826,132.22028,498.375,541.5,7.6354046,137.28125,0.0,205.90625,78.42666,48.999985,44.830322,0.0,111.96,119.5625,0.0,53.131104,68.463135,99.998474,2.8466797,111.95,111.95,111.03,110.92,0
